***SESSION HEADER***
{
    "Participant": "0",
    "Timestamp": "17-19-59-02-04-2026"
}
---SESSION HEADER---
time; camera.position; camera.direction; hand.position; hand.direction; input; fps
161.147821; (17.380, 28.249, -33.381); (19.938, 261.519, 358.673); (17.057, 27.965, -33.318); (346.223, 265.787, 334.373); [R_Axis0,R_PadTouch]; 19.911194
161.148334; (17.380, 28.249, -33.381); (19.938, 261.519, 358.673); (17.057, 27.965, -33.318); (346.223, 265.787, 334.373); [R_Axis0,R_PadTouch]; 19.911194
161.198837; (17.381, 28.249, -33.379); (19.959, 261.932, 358.617); (17.062, 27.969, -33.319); (344.544, 264.462, 335.032); [R_Axis0,R_PadTouch]; 19.732809
161.201262; (17.381, 28.249, -33.379); (19.959, 261.932, 358.617); (17.062, 27.969, -33.319); (344.544, 264.462, 335.032); [R_Axis0,R_PadTouch]; 19.732809
161.202618; (17.381, 28.249, -33.379); (19.959, 261.932, 358.617); (17.062, 27.969, -33.319); (344.544, 264.462, 335.032); [R_Axis0,R_PadTouch]; 19.732809
161.251099; (17.382, 28.249, -33.378); (19.801, 262.110, 358.708); (17.064, 27.969, -33.317); (344.709, 265.002, 334.909); [R_PadTouch]; 19.556812
161.252301; (17.382, 28.249, -33.378); (19.801, 262.110, 358.708); (17.064, 27.969, -33.317); (344.709, 265.002, 334.909); [R_PadTouch]; 19.556812
161.304094; (17.382, 28.251, -33.378); (19.206, 262.067, 358.203); (17.064, 27.968, -33.314); (346.059, 265.823, 335.706); []; 19.610588
161.305231; (17.382, 28.251, -33.378); (19.206, 262.067, 358.203); (17.064, 27.968, -33.314); (346.059, 265.823, 335.706); []; 19.610588
161.352641; (17.382, 28.252, -33.377); (18.923, 262.189, 358.114); (17.065, 27.968, -33.312); (345.561, 266.025, 335.010); []; 19.485342
161.354761; (17.382, 28.252, -33.377); (18.923, 262.189, 358.114); (17.065, 27.968, -33.312); (345.561, 266.025, 335.010); []; 19.485342
161.355763; (17.382, 28.252, -33.377); (18.923, 262.189, 358.114); (17.065, 27.968, -33.312); (345.561, 266.025, 335.010); []; 19.485342
161.405171; (17.381, 28.251, -33.377); (19.196, 262.290, 357.997); (17.068, 27.968, -33.310); (345.661, 266.299, 334.516); []; 19.562857
161.406172; (17.381, 28.251, -33.377); (19.196, 262.290, 357.997); (17.068, 27.968, -33.310); (345.661, 266.299, 334.516); []; 19.562857
161.459503; (17.380, 28.250, -33.377); (19.755, 262.361, 358.058); (17.069, 27.966, -33.308); (345.880, 266.578, 334.683); []; 19.502499
161.460513; (17.380, 28.250, -33.377); (19.755, 262.361, 358.058); (17.069, 27.966, -33.308); (345.880, 266.578, 334.683); []; 19.502499
161.508568; (11.234, 28.249, -33.850); (20.609, 262.461, 358.304); (10.926, 27.964, -33.779); (346.387, 266.333, 334.570); []; 19.361338
161.510581; (11.234, 28.249, -33.850); (20.609, 262.461, 358.304); (10.926, 27.964, -33.779); (346.387, 266.333, 334.570); []; 19.361338
161.511666; (11.234, 28.249, -33.850); (20.609, 262.461, 358.304); (10.926, 27.964, -33.779); (346.387, 266.333, 334.570); []; 19.361338
161.560106; (11.233, 28.249, -33.850); (20.815, 262.433, 358.208); (10.926, 27.961, -33.778); (346.760, 266.583, 334.554); []; 19.455919
161.562118; (11.233, 28.249, -33.850); (20.815, 262.433, 358.208); (10.926, 27.961, -33.778); (346.760, 266.583, 334.554); []; 19.455919
161.612321; (11.231, 28.249, -33.851); (20.711, 262.328, 358.260); (10.925, 27.954, -33.776); (348.317, 266.595, 335.785); [R_PadTouch]; 19.477547
161.613344; (11.231, 28.249, -33.851); (20.711, 262.328, 358.260); (10.925, 27.954, -33.776); (348.317, 266.595, 335.785); [R_PadTouch]; 19.477547
161.663552; (11.230, 28.248, -33.852); (20.985, 262.312, 358.248); (10.924, 27.947, -33.774); (349.393, 266.827, 337.159); [R_Axis0,R_PadTouch]; 19.447054
161.664553; (11.230, 28.248, -33.852); (20.985, 262.312, 358.248); (10.924, 27.947, -33.774); (349.393, 266.827, 337.159); [R_Axis0,R_PadTouch]; 19.447054
161.666633; (11.230, 28.248, -33.852); (20.985, 262.312, 358.248); (10.924, 27.947, -33.774); (349.393, 266.827, 337.159); [R_Axis0,R_PadTouch]; 19.447054
161.719902; (11.230, 28.248, -33.852); (20.987, 262.329, 358.326); (10.924, 27.944, -33.772); (350.152, 267.502, 336.421); [R_Axis0,R_PadTouch]; 19.409351
161.720904; (11.230, 28.248, -33.852); (20.987, 262.329, 358.326); (10.924, 27.944, -33.772); (350.152, 267.502, 336.421); [R_Axis0,R_PadTouch]; 19.409351
161.771371; (11.229, 28.248, -33.853); (20.918, 262.279, 358.638); (10.923, 27.942, -33.771); (350.449, 267.382, 336.214); [R_Axis0,R_PadTouch]; 19.108467
161.772890; (11.229, 28.248, -33.853); (20.918, 262.279, 358.638); (10.923, 27.942, -33.771); (350.449, 267.382, 336.214); [R_Axis0,R_PadTouch]; 19.108467
161.824672; (11.228, 28.249, -33.853); (20.947, 262.111, 358.871); (10.923, 27.943, -33.770); (350.498, 267.579, 335.922); [R_Axis0,R_PadTouch]; 19.116316
161.826998; (11.228, 28.249, -33.853); (20.947, 262.111, 358.871); (10.923, 27.943, -33.770); (350.498, 267.579, 335.922); [R_Axis0,R_PadTouch]; 19.116316
161.828009; (11.228, 28.249, -33.853); (20.947, 262.111, 358.871); (10.923, 27.943, -33.770); (350.498, 267.579, 335.922); [R_Axis0,R_PadTouch]; 19.116316
161.876455; (11.227, 28.249, -33.854); (21.102, 261.457, 358.826); (10.922, 27.945, -33.770); (350.288, 267.425, 335.562); [R_Axis0,R_PadTouch]; 18.990492
161.877962; (11.227, 28.249, -33.854); (21.102, 261.457, 358.826); (10.922, 27.945, -33.770); (350.288, 267.425, 335.562); [R_Axis0,R_PadTouch]; 18.990492
161.927921; (11.227, 28.249, -33.855); (20.734, 261.062, 358.941); (10.921, 27.947, -33.771); (350.154, 267.438, 334.865); [R_Axis0,R_PadTouch]; 19.134457
161.929432; (11.227, 28.249, -33.855); (20.734, 261.062, 358.941); (10.921, 27.947, -33.771); (350.154, 267.438, 334.865); [R_Axis0,R_PadTouch]; 19.134457
161.979128; (11.226, 28.249, -33.855); (20.728, 260.971, 358.977); (10.921, 27.948, -33.770); (349.817, 267.388, 333.477); [R_Axis0,R_PadTouch]; 19.155514
161.981289; (11.226, 28.249, -33.855); (20.728, 260.971, 358.977); (10.921, 27.948, -33.770); (349.817, 267.388, 333.477); [R_Axis0,R_PadTouch]; 19.155514
161.982300; (11.226, 28.249, -33.855); (20.728, 260.971, 358.977); (10.921, 27.948, -33.770); (349.817, 267.388, 333.477); [R_Axis0,R_PadTouch]; 19.155514
162.032027; (11.226, 28.249, -33.855); (20.847, 260.759, 359.064); (10.920, 27.948, -33.770); (349.925, 267.941, 333.769); [R_PadTouch]; 19.188747
162.033029; (11.226, 28.249, -33.855); (20.847, 260.759, 359.064); (10.920, 27.948, -33.770); (349.925, 267.941, 333.769); [R_PadTouch]; 19.188747
162.083024; (11.226, 28.248, -33.855); (20.853, 260.550, 358.959); (10.920, 27.948, -33.770); (350.107, 267.912, 333.804); [R_PadTouch]; 19.246040
162.084534; (11.226, 28.248, -33.855); (20.853, 260.550, 358.959); (10.920, 27.948, -33.770); (350.107, 267.912, 333.804); [R_PadTouch]; 19.246040
162.134224; (11.225, 28.248, -33.854); (20.895, 260.016, 358.928); (10.919, 27.949, -33.769); (349.766, 268.102, 332.581); []; 19.245169
162.135603; (11.225, 28.248, -33.854); (20.895, 260.016, 358.928); (10.919, 27.949, -33.769); (349.766, 268.102, 332.581); []; 19.245169
162.136605; (11.225, 28.248, -33.854); (20.895, 260.016, 358.928); (10.919, 27.949, -33.769); (349.766, 268.102, 332.581); []; 19.245169
162.187961; (11.225, 28.248, -33.854); (20.956, 259.659, 358.888); (10.918, 27.950, -33.770); (349.438, 267.872, 332.767); []; 19.268509
162.189496; (11.225, 28.248, -33.854); (20.956, 259.659, 358.888); (10.918, 27.950, -33.770); (349.438, 267.872, 332.767); []; 19.268509
162.239044; (11.224, 28.249, -33.853); (20.650, 259.230, 359.178); (10.917, 27.949, -33.771); (349.810, 267.572, 332.106); []; 19.227020
162.241339; (11.224, 28.249, -33.853); (20.650, 259.230, 359.178); (10.917, 27.949, -33.771); (349.810, 267.572, 332.106); []; 19.227020
162.289409; (5.711, 28.275, -34.001); (20.274, 259.245, 359.452); (5.404, 27.975, -33.920); (349.529, 267.357, 332.937); []; 19.190714
162.291866; (5.711, 28.275, -34.001); (20.274, 259.245, 359.452); (5.404, 27.975, -33.920); (349.529, 267.357, 332.937); []; 19.190714
162.292898; (5.711, 28.275, -34.001); (20.274, 259.245, 359.452); (5.404, 27.975, -33.920); (349.529, 267.357, 332.937); []; 19.190714
162.342839; (5.710, 28.276, -33.999); (19.799, 259.314, 359.910); (5.402, 27.972, -33.920); (350.242, 267.647, 334.805); []; 19.294727
162.343347; (5.710, 28.276, -33.999); (19.799, 259.314, 359.910); (5.402, 27.972, -33.920); (350.242, 267.647, 334.805); []; 19.294727
162.391704; (5.710, 28.276, -33.998); (19.729, 259.216, 359.990); (5.400, 27.970, -33.920); (350.723, 267.377, 335.124); [R_PadTouch]; 19.322565
162.393035; (5.710, 28.276, -33.998); (19.729, 259.216, 359.990); (5.400, 27.970, -33.920); (350.723, 267.377, 335.124); [R_PadTouch]; 19.322565
162.446669; (5.709, 28.276, -33.996); (19.511, 258.525, 359.800); (5.398, 27.968, -33.920); (351.056, 267.027, 333.812); [R_PadTouch]; 19.474960
162.448037; (5.709, 28.276, -33.996); (19.511, 258.525, 359.800); (5.398, 27.968, -33.920); (351.056, 267.027, 333.812); [R_PadTouch]; 19.474960
162.449544; (5.709, 28.276, -33.996); (19.511, 258.525, 359.800); (5.398, 27.968, -33.920); (351.056, 267.027, 333.812); [R_PadTouch]; 19.474960
162.500633; (5.707, 28.277, -33.995); (19.437, 257.753, 359.701); (5.395, 27.966, -33.921); (351.393, 266.333, 335.134); [R_PadTouch]; 19.180220
162.501635; (5.707, 28.277, -33.995); (19.437, 257.753, 359.701); (5.395, 27.966, -33.921); (351.393, 266.333, 335.134); [R_PadTouch]; 19.180220
162.554039; (5.707, 28.277, -33.994); (19.220, 257.586, 359.840); (5.394, 27.965, -33.920); (351.889, 266.586, 334.550); [R_Axis0,R_PadTouch]; 19.089443
162.556313; (5.707, 28.277, -33.994); (19.220, 257.586, 359.840); (5.394, 27.965, -33.920); (351.889, 266.586, 334.550); [R_Axis0,R_PadTouch]; 19.089443
162.557819; (5.707, 28.277, -33.994); (19.220, 257.586, 359.840); (5.394, 27.965, -33.920); (351.889, 266.586, 334.550); [R_Axis0,R_PadTouch]; 19.089443
162.608480; (5.705, 28.278, -33.991); (18.751, 257.452, 0.148); (5.392, 27.967, -33.920); (351.456, 266.015, 333.932); [R_Axis0,R_PadTouch]; 18.958719
162.609482; (5.705, 28.278, -33.991); (18.751, 257.452, 0.148); (5.392, 27.967, -33.920); (351.456, 266.015, 333.932); [R_Axis0,R_PadTouch]; 18.958719
162.661374; (5.704, 28.279, -33.989); (18.282, 256.973, 0.149); (5.390, 27.967, -33.919); (351.547, 265.659, 333.781); [R_Axis0,R_PadTouch]; 18.878332
162.663402; (5.704, 28.279, -33.989); (18.282, 256.973, 0.149); (5.390, 27.967, -33.919); (351.547, 265.659, 333.781); [R_Axis0,R_PadTouch]; 18.878332
162.715670; (5.703, 28.279, -33.988); (18.070, 256.774, 0.072); (5.389, 27.966, -33.918); (351.564, 266.099, 333.156); [R_Axis0,R_PadTouch]; 18.849144
162.717738; (5.703, 28.279, -33.988); (18.070, 256.774, 0.072); (5.389, 27.966, -33.918); (351.564, 266.099, 333.156); [R_Axis0,R_PadTouch]; 18.849144
162.718740; (5.703, 28.279, -33.988); (18.070, 256.774, 0.072); (5.389, 27.966, -33.918); (351.564, 266.099, 333.156); [R_Axis0,R_PadTouch]; 18.849144
162.771208; (5.701, 28.279, -33.985); (17.805, 256.647, 359.792); (5.387, 27.966, -33.916); (351.492, 266.273, 332.871); [R_Axis0,R_PadTouch]; 18.734190
162.772370; (5.701, 28.279, -33.985); (17.805, 256.647, 359.792); (5.387, 27.966, -33.916); (351.492, 266.273, 332.871); [R_Axis0,R_PadTouch]; 18.734190
162.824746; (5.700, 28.279, -33.984); (17.623, 256.773, 359.745); (5.386, 27.966, -33.914); (351.201, 266.566, 332.493); [R_Axis0,R_PadTouch]; 18.689180
162.826254; (5.700, 28.279, -33.984); (17.623, 256.773, 359.745); (5.386, 27.966, -33.914); (351.201, 266.566, 332.493); [R_Axis0,R_PadTouch]; 18.689180
162.827264; (5.700, 28.279, -33.984); (17.623, 256.773, 359.745); (5.386, 27.966, -33.914); (351.201, 266.566, 332.493); [R_Axis0,R_PadTouch]; 18.689180
162.878575; (5.699, 28.281, -33.981); (16.973, 257.224, 359.578); (5.385, 27.968, -33.912); (349.951, 266.328, 332.521); [R_PadTouch]; 18.621441
162.879577; (5.699, 28.281, -33.981); (16.973, 257.224, 359.578); (5.385, 27.968, -33.912); (349.951, 266.328, 332.521); [R_PadTouch]; 18.621441
162.931622; (5.697, 28.282, -33.977); (16.160, 258.132, 359.387); (5.382, 27.969, -33.909); (350.274, 266.590, 333.072); [R_PadTouch]; 18.643831
162.933047; (5.697, 28.282, -33.977); (16.160, 258.132, 359.387); (5.382, 27.969, -33.909); (350.274, 266.590, 333.072); [R_PadTouch]; 18.643831
162.935111; (5.697, 28.282, -33.977); (16.160, 258.132, 359.387); (5.382, 27.969, -33.909); (350.274, 266.590, 333.072); [R_PadTouch]; 18.643831
162.985276; (5.697, 28.283, -33.976); (15.847, 258.688, 359.309); (5.380, 27.970, -33.906); (350.426, 267.312, 332.420); []; 18.663355
162.986278; (5.697, 28.283, -33.976); (15.847, 258.688, 359.309); (5.380, 27.970, -33.906); (350.426, 267.312, 332.420); []; 18.663355
163.040312; (5.696, 28.284, -33.973); (15.227, 259.742, 359.052); (5.376, 27.973, -33.902); (349.687, 268.576, 332.421); []; 18.675333
163.041314; (5.696, 28.284, -33.973); (15.227, 259.742, 359.052); (5.376, 27.973, -33.902); (349.687, 268.576, 332.421); []; 18.675333
163.092316; (5.695, 28.284, -33.972); (15.168, 260.234, 359.139); (5.374, 27.973, -33.901); (349.867, 268.381, 332.359); []; 18.579144
163.093334; (5.695, 28.284, -33.972); (15.168, 260.234, 359.139); (5.374, 27.973, -33.901); (349.867, 268.381, 332.359); []; 18.579144
163.094336; (5.695, 28.284, -33.972); (15.168, 260.234, 359.139); (5.374, 27.973, -33.901); (349.867, 268.381, 332.359); []; 18.579144
163.146514; (0.230, 28.254, -34.234); (15.297, 260.831, 359.179); (-0.092, 27.944, -34.162); (350.127, 268.312, 332.297); []; 18.676775
163.147525; (0.230, 28.254, -34.234); (15.297, 260.831, 359.179); (-0.092, 27.944, -34.162); (350.127, 268.312, 332.297); []; 18.676775
163.197089; (0.229, 28.254, -34.233); (15.361, 261.127, 359.117); (-0.094, 27.944, -34.159); (350.042, 269.656, 331.815); []; 18.706720
163.198091; (0.229, 28.254, -34.233); (15.361, 261.127, 359.117); (-0.094, 27.944, -34.159); (350.042, 269.656, 331.815); []; 18.706720
163.200252; (0.229, 28.254, -34.233); (15.361, 261.127, 359.117); (-0.094, 27.944, -34.159); (350.042, 269.656, 331.815); []; 18.706720
163.249704; (0.228, 28.254, -34.232); (15.416, 261.219, 359.148); (-0.095, 27.944, -34.156); (350.089, 270.436, 331.573); []; 18.820101
163.251211; (0.228, 28.254, -34.232); (15.416, 261.219, 359.148); (-0.095, 27.944, -34.156); (350.089, 270.436, 331.573); []; 18.820101
163.304849; (0.227, 28.254, -34.231); (15.481, 261.249, 359.315); (-0.097, 27.943, -34.154); (350.484, 270.386, 331.489); []; 18.916399
163.306076; (0.227, 28.254, -34.231); (15.481, 261.249, 359.315); (-0.097, 27.943, -34.154); (350.484, 270.386, 331.489); []; 18.916399
163.358064; (0.227, 28.254, -34.230); (15.515, 261.217, 359.367); (-0.097, 27.942, -34.153); (350.868, 270.426, 332.207); [R_PadTouch]; 18.766956
163.359582; (0.227, 28.254, -34.230); (15.515, 261.217, 359.367); (-0.097, 27.942, -34.153); (350.868, 270.426, 332.207); [R_PadTouch]; 18.766956
163.360726; (0.227, 28.254, -34.230); (15.515, 261.217, 359.367); (-0.097, 27.942, -34.153); (350.868, 270.426, 332.207); [R_PadTouch]; 18.766956
163.412959; (0.226, 28.254, -34.229); (15.529, 261.091, 359.344); (-0.099, 27.943, -34.151); (350.702, 270.282, 333.133); [R_PadTouch]; 18.718615
163.414078; (0.226, 28.254, -34.229); (15.529, 261.091, 359.344); (-0.099, 27.943, -34.151); (350.702, 270.282, 333.133); [R_PadTouch]; 18.718615
163.467319; (0.225, 28.254, -34.227); (15.459, 261.096, 359.333); (-0.099, 27.941, -34.151); (350.769, 269.891, 333.118); [R_Axis0,R_PadTouch]; 18.644215
163.469836; (0.225, 28.254, -34.227); (15.459, 261.096, 359.333); (-0.099, 27.941, -34.151); (350.769, 269.891, 333.118); [R_Axis0,R_PadTouch]; 18.644215
163.470838; (0.225, 28.254, -34.227); (15.459, 261.096, 359.333); (-0.099, 27.941, -34.151); (350.769, 269.891, 333.118); [R_Axis0,R_PadTouch]; 18.644215
163.521831; (0.224, 28.254, -34.226); (15.453, 261.011, 359.288); (-0.099, 27.942, -34.149); (350.519, 270.563, 332.624); [R_Axis0,R_PadTouch]; 18.552174
163.523054; (0.224, 28.254, -34.226); (15.453, 261.011, 359.288); (-0.099, 27.942, -34.149); (350.519, 270.563, 332.624); [R_Axis0,R_PadTouch]; 18.552174
163.574980; (0.224, 28.254, -34.224); (15.526, 260.798, 359.205); (-0.100, 27.942, -34.145); (350.708, 271.317, 331.797); [R_Axis0,R_PadTouch]; 18.554436
163.577251; (0.224, 28.254, -34.224); (15.526, 260.798, 359.205); (-0.100, 27.942, -34.145); (350.708, 271.317, 331.797); [R_Axis0,R_PadTouch]; 18.554436
163.578264; (0.224, 28.254, -34.224); (15.526, 260.798, 359.205); (-0.100, 27.942, -34.145); (350.708, 271.317, 331.797); [R_Axis0,R_PadTouch]; 18.554436
163.630297; (0.224, 28.254, -34.222); (15.650, 260.602, 359.069); (-0.101, 27.943, -34.143); (350.397, 271.132, 332.270); [R_Axis0,R_PadTouch]; 18.534302
163.631299; (0.224, 28.254, -34.222); (15.650, 260.602, 359.069); (-0.101, 27.943, -34.143); (350.397, 271.132, 332.270); [R_Axis0,R_PadTouch]; 18.534302
163.683353; (0.223, 28.254, -34.221); (15.683, 260.571, 358.972); (-0.101, 27.944, -34.142); (350.272, 271.378, 332.111); [R_Axis0,R_PadTouch]; 18.542793
163.684355; (0.223, 28.254, -34.221); (15.683, 260.571, 358.972); (-0.101, 27.944, -34.142); (350.272, 271.378, 332.111); [R_Axis0,R_PadTouch]; 18.542793
163.736255; (0.223, 28.254, -34.220); (15.679, 260.668, 358.756); (-0.102, 27.945, -34.139); (349.978, 271.943, 331.539); [R_Axis0,R_PadTouch]; 18.578083
163.737775; (0.223, 28.254, -34.220); (15.679, 260.668, 358.756); (-0.102, 27.945, -34.139); (349.978, 271.943, 331.539); [R_Axis0,R_PadTouch]; 18.578083
163.738284; (0.223, 28.254, -34.220); (15.679, 260.668, 358.756); (-0.102, 27.945, -34.139); (349.978, 271.943, 331.539); [R_Axis0,R_PadTouch]; 18.578083
163.791916; (0.223, 28.254, -34.219); (15.710, 260.777, 358.620); (-0.101, 27.946, -34.138); (349.026, 272.258, 330.841); [R_PadTouch]; 18.591738
163.792918; (0.223, 28.254, -34.219); (15.710, 260.777, 358.620); (-0.101, 27.946, -34.138); (349.026, 272.258, 330.841); [R_PadTouch]; 18.591738
163.845437; (0.223, 28.254, -34.218); (15.642, 260.910, 358.296); (-0.102, 27.947, -34.136); (348.823, 272.541, 331.681); [R_PadTouch]; 18.538876
163.847449; (0.223, 28.254, -34.218); (15.642, 260.910, 358.296); (-0.102, 27.947, -34.136); (348.823, 272.541, 331.681); [R_PadTouch]; 18.538876
163.848467; (0.223, 28.254, -34.218); (15.642, 260.910, 358.296); (-0.102, 27.947, -34.136); (348.823, 272.541, 331.681); [R_PadTouch]; 18.538876
163.899013; (0.222, 28.254, -34.217); (15.692, 261.297, 358.227); (-0.103, 27.947, -34.135); (349.553, 272.533, 330.915); []; 18.485415
163.900069; (0.222, 28.254, -34.217); (15.692, 261.297, 358.227); (-0.103, 27.947, -34.135); (349.553, 272.533, 330.915); []; 18.485415
163.953882; (0.222, 28.254, -34.217); (15.701, 261.446, 358.196); (-0.103, 27.947, -34.135); (349.071, 272.543, 330.930); []; 18.578905
163.954885; (0.222, 28.254, -34.217); (15.701, 261.446, 358.196); (-0.103, 27.947, -34.135); (349.071, 272.543, 330.930); []; 18.578905
163.957343; (0.222, 28.254, -34.217); (15.701, 261.446, 358.196); (-0.103, 27.947, -34.135); (349.071, 272.543, 330.930); []; 18.578905
164.007809; (0.222, 28.254, -34.217); (15.857, 261.376, 358.184); (-0.103, 27.947, -34.135); (349.327, 272.720, 330.380); []; 18.439875
164.008811; (0.222, 28.254, -34.217); (15.857, 261.376, 358.184); (-0.103, 27.947, -34.135); (349.327, 272.720, 330.380); []; 18.439875
164.060908; (-5.377, 28.254, -33.962); (16.033, 261.258, 358.095); (-5.701, 27.948, -33.879); (349.437, 272.520, 330.692); []; 18.544851
164.061910; (-5.377, 28.254, -33.962); (16.033, 261.258, 358.095); (-5.701, 27.948, -33.879); (349.437, 272.520, 330.692); []; 18.544851
164.113634; (-5.378, 28.254, -33.962); (16.017, 261.272, 358.168); (-5.701, 27.947, -33.878); (349.459, 272.921, 330.507); []; 18.568331
164.114637; (-5.378, 28.254, -33.962); (16.017, 261.272, 358.168); (-5.701, 27.947, -33.878); (349.459, 272.921, 330.507); []; 18.568331
164.115636; (-5.378, 28.254, -33.962); (16.017, 261.272, 358.168); (-5.701, 27.947, -33.878); (349.459, 272.921, 330.507); []; 18.568331
164.166020; (-5.379, 28.254, -33.962); (16.050, 261.437, 358.235); (-5.702, 27.946, -33.877); (349.630, 273.186, 330.358); []; 18.619738
164.168010; (-5.379, 28.254, -33.962); (16.050, 261.437, 358.235); (-5.702, 27.946, -33.877); (349.630, 273.186, 330.358); []; 18.619738
164.222257; (-5.379, 28.254, -33.962); (16.103, 261.458, 358.343); (-5.702, 27.946, -33.876); (349.396, 273.308, 330.557); [R_PadTouch]; 18.740208
164.223763; (-5.379, 28.254, -33.962); (16.103, 261.458, 358.343); (-5.702, 27.946, -33.876); (349.396, 273.308, 330.557); [R_PadTouch]; 18.740208
164.224932; (-5.379, 28.254, -33.962); (16.103, 261.458, 358.343); (-5.702, 27.946, -33.876); (349.396, 273.308, 330.557); [R_PadTouch]; 18.740208
164.278434; (-5.379, 28.253, -33.961); (16.480, 261.289, 358.207); (-5.700, 27.946, -33.876); (349.220, 272.866, 330.848); [R_PadTouch]; 18.518511
164.279436; (-5.379, 28.253, -33.961); (16.480, 261.289, 358.207); (-5.700, 27.946, -33.876); (349.220, 272.866, 330.848); [R_PadTouch]; 18.518511
164.333439; (-5.379, 28.252, -33.960); (16.965, 261.270, 358.156); (-5.700, 27.944, -33.876); (349.312, 272.467, 331.713); [R_Axis0,R_PadTouch]; 18.391605
164.335450; (-5.379, 28.252, -33.960); (16.965, 261.270, 358.156); (-5.700, 27.944, -33.876); (349.312, 272.467, 331.713); [R_Axis0,R_PadTouch]; 18.391605
164.336957; (-5.379, 28.252, -33.960); (16.965, 261.270, 358.156); (-5.700, 27.944, -33.876); (349.312, 272.467, 331.713); [R_Axis0,R_PadTouch]; 18.391605
164.389476; (-5.379, 28.252, -33.959); (16.865, 261.340, 358.013); (-5.699, 27.944, -33.876); (349.397, 272.621, 331.353); [R_Axis0,R_PadTouch]; 18.283833
164.390545; (-5.379, 28.252, -33.959); (16.865, 261.340, 358.013); (-5.699, 27.944, -33.876); (349.397, 272.621, 331.353); [R_Axis0,R_PadTouch]; 18.283833
164.444982; (-5.379, 28.252, -33.958); (16.618, 261.609, 358.188); (-5.698, 27.944, -33.873); (349.324, 272.815, 330.993); [R_Axis0,R_PadTouch]; 18.252312
164.446489; (-5.379, 28.252, -33.958); (16.618, 261.609, 358.188); (-5.698, 27.944, -33.873); (349.324, 272.815, 330.993); [R_Axis0,R_PadTouch]; 18.252312
164.447720; (-5.379, 28.252, -33.958); (16.618, 261.609, 358.188); (-5.698, 27.944, -33.873); (349.324, 272.815, 330.993); [R_Axis0,R_PadTouch]; 18.252312
164.501296; (-5.378, 28.251, -33.957); (16.939, 261.312, 358.144); (-5.698, 27.943, -33.872); (349.424, 272.872, 330.758); [R_Axis0,R_PadTouch]; 18.195150
164.502816; (-5.378, 28.251, -33.957); (16.939, 261.312, 358.144); (-5.698, 27.943, -33.872); (349.424, 272.872, 330.758); [R_Axis0,R_PadTouch]; 18.195150
164.555428; (-5.378, 28.251, -33.957); (17.092, 261.019, 358.102); (-5.697, 27.943, -33.872); (349.302, 272.761, 331.235); [R_Axis0,R_PadTouch]; 18.165462
164.556936; (-5.378, 28.251, -33.957); (17.092, 261.019, 358.102); (-5.697, 27.943, -33.872); (349.302, 272.761, 331.235); [R_Axis0,R_PadTouch]; 18.165462
164.558003; (-5.378, 28.251, -33.957); (17.092, 261.019, 358.102); (-5.697, 27.943, -33.872); (349.302, 272.761, 331.235); [R_Axis0,R_PadTouch]; 18.165462
164.610038; (-5.377, 28.251, -33.956); (17.212, 260.192, 358.221); (-5.696, 27.943, -33.871); (349.626, 272.273, 330.814); [R_Axis0,R_PadTouch]; 18.155043
164.611040; (-5.377, 28.251, -33.956); (17.212, 260.192, 358.221); (-5.696, 27.943, -33.871); (349.626, 272.273, 330.814); [R_Axis0,R_PadTouch]; 18.155043
164.663159; (-5.376, 28.251, -33.955); (17.344, 259.110, 358.474); (-5.694, 27.942, -33.869); (349.667, 272.493, 329.913); [R_Axis0,R_PadTouch]; 18.258862
164.664675; (-5.376, 28.251, -33.955); (17.344, 259.110, 358.474); (-5.694, 27.942, -33.869); (349.667, 272.493, 329.913); [R_Axis0,R_PadTouch]; 18.258862
164.665776; (-5.376, 28.251, -33.955); (17.344, 259.110, 358.474); (-5.694, 27.942, -33.869); (349.667, 272.493, 329.913); [R_Axis0,R_PadTouch]; 18.258862
164.718711; (-5.376, 28.251, -33.954); (17.334, 258.487, 358.534); (-5.694, 27.943, -33.868); (349.185, 272.594, 329.651); [R_PadTouch]; 18.295195
164.718711; (-5.376, 28.251, -33.954); (17.334, 258.487, 358.534); (-5.694, 27.943, -33.868); (349.185, 272.594, 329.651); [R_PadTouch]; 18.295195
164.773667; (-5.375, 28.252, -33.953); (17.402, 257.265, 358.618); (-5.694, 27.944, -33.869); (348.987, 272.152, 330.587); [R_PadTouch]; 18.319813
164.775173; (-5.375, 28.252, -33.953); (17.402, 257.265, 358.618); (-5.694, 27.944, -33.869); (348.987, 272.152, 330.587); [R_PadTouch]; 18.319813
164.826395; (-5.374, 28.252, -33.950); (17.683, 256.892, 358.534); (-5.695, 27.943, -33.868); (349.190, 271.967, 330.484); []; 18.259556
164.827917; (-5.374, 28.252, -33.950); (17.683, 256.892, 358.534); (-5.695, 27.943, -33.868); (349.190, 271.967, 330.484); []; 18.259556
164.828425; (-5.374, 28.252, -33.950); (17.683, 256.892, 358.534); (-5.695, 27.943, -33.868); (349.190, 271.967, 330.484); []; 18.259556
164.881426; (-5.373, 28.252, -33.949); (17.796, 256.954, 358.335); (-5.695, 27.944, -33.869); (348.954, 271.387, 330.829); []; 18.352787
164.883139; (-5.373, 28.252, -33.949); (17.796, 256.954, 358.335); (-5.695, 27.944, -33.869); (348.954, 271.387, 330.829); []; 18.352787
