***SESSION HEADER***
{
    "Participant": "0",
    "Timestamp": "17-19-59-02-04-2026"
}
---SESSION HEADER---
time; camera.position; camera.direction; hand.position; hand.direction; input; fps
145.369973; (98.121, 28.313, -10.438); (21.390, 236.225, 358.954); (97.807, 28.020, -10.498); (344.136, 242.040, 334.737); [R_Axis0,R_PadTouch]; 18.578907
145.370968; (98.121, 28.313, -10.438); (21.390, 236.225, 358.954); (97.807, 28.020, -10.498); (344.136, 242.040, 334.737); [R_Axis0,R_PadTouch]; 18.578907
145.420228; (98.121, 28.313, -10.438); (21.339, 236.179, 358.977); (97.807, 28.021, -10.498); (344.053, 241.860, 334.601); [R_Axis0,R_PadTouch]; 18.781515
145.422328; (98.121, 28.313, -10.438); (21.339, 236.179, 358.977); (97.807, 28.021, -10.498); (344.053, 241.860, 334.601); [R_Axis0,R_PadTouch]; 18.781515
145.423331; (98.121, 28.313, -10.438); (21.339, 236.179, 358.977); (97.807, 28.021, -10.498); (344.053, 241.860, 334.601); [R_Axis0,R_PadTouch]; 18.781515
145.472004; (98.121, 28.313, -10.439); (21.289, 236.203, 358.996); (97.808, 28.021, -10.499); (344.036, 241.693, 334.999); [R_Axis0,R_PadTouch]; 18.941500
145.473006; (98.121, 28.313, -10.439); (21.289, 236.203, 358.996); (97.808, 28.021, -10.499); (344.036, 241.693, 334.999); [R_Axis0,R_PadTouch]; 18.941500
145.523509; (98.121, 28.313, -10.438); (21.331, 236.306, 359.045); (97.808, 28.022, -10.499); (343.782, 241.673, 335.064); [R_Axis0,R_PadTouch]; 19.114603
145.524520; (98.121, 28.313, -10.438); (21.331, 236.306, 359.045); (97.808, 28.022, -10.499); (343.782, 241.673, 335.064); [R_Axis0,R_PadTouch]; 19.114603
145.572895; (98.121, 28.314, -10.439); (21.351, 236.408, 359.052); (97.808, 28.022, -10.499); (343.894, 241.715, 334.712); [R_Axis0,R_PadTouch]; 19.182247
145.573896; (98.121, 28.314, -10.439); (21.351, 236.408, 359.052); (97.808, 28.022, -10.499); (343.894, 241.715, 334.712); [R_Axis0,R_PadTouch]; 19.182247
145.623834; (98.121, 28.313, -10.439); (21.349, 236.398, 359.065); (97.808, 28.022, -10.499); (343.996, 241.665, 334.878); [R_Axis0,R_PadTouch]; 19.322071
145.625344; (98.121, 28.313, -10.439); (21.349, 236.398, 359.065); (97.808, 28.022, -10.499); (343.996, 241.665, 334.878); [R_Axis0,R_PadTouch]; 19.322071
145.625849; (98.121, 28.313, -10.439); (21.349, 236.398, 359.065); (97.808, 28.022, -10.499); (343.996, 241.665, 334.878); [R_Axis0,R_PadTouch]; 19.322071
145.675732; (98.121, 28.314, -10.439); (21.304, 236.625, 358.938); (97.809, 28.023, -10.499); (343.815, 241.762, 334.759); [R_Axis0,R_PadTouch]; 19.377213
145.676734; (98.121, 28.314, -10.439); (21.304, 236.625, 358.938); (97.809, 28.023, -10.499); (343.815, 241.762, 334.759); [R_Axis0,R_PadTouch]; 19.377213
145.724939; (98.120, 28.314, -10.439); (21.181, 237.127, 358.895); (97.810, 28.024, -10.499); (343.567, 241.748, 334.511); [R_Axis0,R_PadTouch]; 19.451889
145.726939; (98.120, 28.314, -10.439); (21.181, 237.127, 358.895); (97.810, 28.024, -10.499); (343.567, 241.748, 334.511); [R_Axis0,R_PadTouch]; 19.451889
145.776866; (98.118, 28.315, -10.437); (20.788, 240.343, 359.174); (97.811, 28.027, -10.497); (342.165, 241.907, 334.404); [R_PadTouch]; 19.480049
145.778884; (98.118, 28.315, -10.437); (20.788, 240.343, 359.174); (97.811, 28.027, -10.497); (342.165, 241.907, 334.404); [R_PadTouch]; 19.480049
145.779389; (98.118, 28.315, -10.437); (20.788, 240.343, 359.174); (97.811, 28.027, -10.497); (342.165, 241.907, 334.404); [R_PadTouch]; 19.480049
145.828167; (98.116, 28.315, -10.435); (20.605, 242.598, 359.740); (97.812, 28.027, -10.498); (342.941, 241.747, 334.275); [R_PadTouch]; 19.469345
145.829188; (98.116, 28.315, -10.435); (20.605, 242.598, 359.740); (97.812, 28.027, -10.498); (342.941, 241.747, 334.275); [R_PadTouch]; 19.469345
145.878977; (98.114, 28.315, -10.430); (20.374, 247.160, 0.209); (97.811, 28.028, -10.497); (342.841, 242.075, 334.197); []; 19.564243
145.880265; (98.114, 28.315, -10.430); (20.374, 247.160, 0.209); (97.811, 28.028, -10.497); (342.841, 242.075, 334.197); []; 19.564243
145.929569; (98.113, 28.315, -10.428); (20.213, 249.408, 0.715); (97.811, 28.029, -10.497); (342.582, 242.280, 334.495); []; 19.543570
145.930571; (98.113, 28.315, -10.428); (20.213, 249.408, 0.715); (97.811, 28.029, -10.497); (342.582, 242.280, 334.495); []; 19.543570
145.932675; (98.113, 28.315, -10.428); (20.213, 249.408, 0.715); (97.811, 28.029, -10.497); (342.582, 242.280, 334.495); []; 19.543570
145.981319; (98.112, 28.316, -10.425); (19.858, 252.518, 1.629); (97.810, 28.028, -10.496); (343.292, 242.592, 333.957); []; 19.537523
145.982342; (98.112, 28.316, -10.425); (19.858, 252.518, 1.629); (97.810, 28.028, -10.496); (343.292, 242.592, 333.957); []; 19.537523
146.034235; (92.348, 28.163, -13.395); (19.686, 253.310, 1.809); (92.046, 27.875, -13.468); (343.433, 242.570, 334.205); []; 19.570189
146.035742; (92.348, 28.163, -13.395); (19.686, 253.310, 1.809); (92.046, 27.875, -13.468); (343.433, 242.570, 334.205); []; 19.570189
146.082363; (92.349, 28.164, -13.395); (19.357, 253.740, 1.873); (92.046, 27.874, -13.467); (343.200, 242.853, 333.962); []; 19.438951
146.084588; (92.349, 28.164, -13.395); (19.357, 253.740, 1.873); (92.046, 27.874, -13.467); (343.200, 242.853, 333.962); []; 19.438951
146.132637; (92.349, 28.165, -13.396); (19.120, 252.919, 1.433); (92.045, 27.872, -13.466); (343.821, 243.009, 333.949); [R_PadTouch]; 19.582600
146.134649; (92.349, 28.165, -13.396); (19.120, 252.919, 1.433); (92.045, 27.872, -13.466); (343.821, 243.009, 333.949); [R_PadTouch]; 19.582600
146.135154; (92.349, 28.165, -13.396); (19.120, 252.919, 1.433); (92.045, 27.872, -13.466); (343.821, 243.009, 333.949); [R_PadTouch]; 19.582600
146.183334; (92.350, 28.165, -13.396); (19.018, 252.046, 1.091); (92.046, 27.871, -13.467); (343.983, 242.684, 334.901); [R_PadTouch]; 19.671442
146.185262; (92.350, 28.165, -13.396); (19.018, 252.046, 1.091); (92.046, 27.871, -13.467); (343.983, 242.684, 334.901); [R_PadTouch]; 19.671442
146.232026; (92.350, 28.165, -13.397); (18.893, 251.106, 0.678); (92.047, 27.871, -13.469); (343.613, 241.879, 336.339); [R_PadTouch]; 19.727442
146.233036; (92.350, 28.165, -13.397); (18.893, 251.106, 0.678); (92.047, 27.871, -13.469); (343.613, 241.879, 336.339); [R_PadTouch]; 19.727442
146.280666; (92.351, 28.166, -13.399); (18.370, 249.352, 359.799); (92.046, 27.870, -13.467); (344.064, 242.793, 335.531); [R_Axis0,R_PadTouch]; 19.915277
146.282194; (92.351, 28.166, -13.399); (18.370, 249.352, 359.799); (92.046, 27.870, -13.467); (344.064, 242.793, 335.531); [R_Axis0,R_PadTouch]; 19.915277
146.329239; (92.352, 28.167, -13.399); (18.236, 248.526, 359.580); (92.046, 27.870, -13.467); (343.967, 242.648, 335.285); [R_Axis0,R_PadTouch]; 19.972788
146.330746; (92.352, 28.167, -13.399); (18.236, 248.526, 359.580); (92.046, 27.870, -13.467); (343.967, 242.648, 335.285); [R_Axis0,R_PadTouch]; 19.972788
146.376750; (92.353, 28.167, -13.400); (17.845, 247.277, 359.340); (92.046, 27.870, -13.468); (343.882, 242.422, 335.597); [R_Axis0,R_PadTouch]; 20.089230
146.377752; (92.353, 28.167, -13.400); (17.845, 247.277, 359.340); (92.046, 27.870, -13.468); (343.882, 242.422, 335.597); [R_Axis0,R_PadTouch]; 20.089230
146.378908; (92.353, 28.167, -13.400); (17.845, 247.277, 359.340); (92.046, 27.870, -13.468); (343.882, 242.422, 335.597); [R_Axis0,R_PadTouch]; 20.089230
146.426818; (92.354, 28.168, -13.400); (17.603, 246.718, 359.289); (92.046, 27.870, -13.467); (343.826, 242.366, 335.530); [R_Axis0,R_PadTouch]; 20.282028
146.427327; (92.354, 28.168, -13.400); (17.603, 246.718, 359.289); (92.046, 27.870, -13.467); (343.826, 242.366, 335.530); [R_Axis0,R_PadTouch]; 20.282028
146.474652; (92.355, 28.168, -13.401); (17.487, 245.832, 359.161); (92.046, 27.871, -13.468); (343.721, 242.186, 335.385); [R_Axis0,R_PadTouch]; 20.298744
146.475653; (92.355, 28.168, -13.401); (17.487, 245.832, 359.161); (92.046, 27.871, -13.468); (343.721, 242.186, 335.385); [R_Axis0,R_PadTouch]; 20.298744
146.523298; (92.355, 28.168, -13.401); (17.564, 245.402, 359.126); (92.045, 27.871, -13.467); (343.771, 242.376, 335.258); [R_Axis0,R_PadTouch]; 20.406313
146.524694; (92.355, 28.168, -13.401); (17.564, 245.402, 359.126); (92.045, 27.871, -13.467); (343.771, 242.376, 335.258); [R_Axis0,R_PadTouch]; 20.406313
146.569484; (92.356, 28.168, -13.401); (17.604, 244.707, 358.672); (92.045, 27.870, -13.468); (343.947, 242.416, 335.167); [R_Axis0,R_PadTouch]; 20.387720
146.571832; (92.356, 28.168, -13.401); (17.604, 244.707, 358.672); (92.045, 27.870, -13.468); (343.947, 242.416, 335.167); [R_Axis0,R_PadTouch]; 20.387720
146.618838; (92.356, 28.168, -13.401); (17.572, 244.463, 358.622); (92.045, 27.870, -13.467); (344.036, 242.595, 335.023); [R_Axis0,R_PadTouch]; 20.575758
146.620851; (92.356, 28.168, -13.401); (17.572, 244.463, 358.622); (92.045, 27.870, -13.467); (344.036, 242.595, 335.023); [R_Axis0,R_PadTouch]; 20.575758
146.621853; (92.356, 28.168, -13.401); (17.572, 244.463, 358.622); (92.045, 27.870, -13.467); (344.036, 242.595, 335.023); [R_Axis0,R_PadTouch]; 20.575758
146.666946; (92.357, 28.168, -13.401); (17.366, 243.985, 358.601); (92.045, 27.871, -13.466); (343.700, 242.678, 334.607); [R_Axis0,R_PadTouch]; 20.535389
146.667948; (92.357, 28.168, -13.401); (17.366, 243.985, 358.601); (92.045, 27.871, -13.466); (343.700, 242.678, 334.607); [R_Axis0,R_PadTouch]; 20.535389
146.717611; (92.357, 28.168, -13.401); (17.312, 243.820, 358.579); (92.045, 27.872, -13.466); (343.279, 242.927, 333.774); [R_Axis0,R_PadTouch]; 20.667955
146.719626; (92.357, 28.168, -13.401); (17.312, 243.820, 358.579); (92.045, 27.872, -13.466); (343.279, 242.927, 333.774); [R_Axis0,R_PadTouch]; 20.667955
146.765358; (92.357, 28.168, -13.401); (17.221, 243.658, 358.647); (92.045, 27.873, -13.465); (342.933, 242.993, 334.424); [R_PadTouch]; 20.435562
146.766367; (92.357, 28.168, -13.401); (17.221, 243.658, 358.647); (92.045, 27.873, -13.465); (342.933, 242.993, 334.424); [R_PadTouch]; 20.435562
146.812395; (92.358, 28.168, -13.401); (16.876, 243.360, 358.731); (92.044, 27.873, -13.463); (343.502, 243.080, 334.058); [R_PadTouch]; 20.592571
146.814787; (92.358, 28.168, -13.401); (16.876, 243.360, 358.731); (92.044, 27.873, -13.463); (343.502, 243.080, 334.058); [R_PadTouch]; 20.592571
146.860273; (92.358, 28.169, -13.401); (16.800, 243.197, 358.722); (92.044, 27.873, -13.463); (343.799, 243.313, 334.462); []; 20.563007
146.861779; (92.358, 28.169, -13.401); (16.800, 243.197, 358.722); (92.044, 27.873, -13.463); (343.799, 243.313, 334.462); []; 20.563007
146.908838; (92.359, 28.169, -13.402); (16.728, 243.134, 358.636); (92.042, 27.872, -13.461); (344.012, 243.989, 333.781); []; 20.708961
146.909840; (92.359, 28.169, -13.402); (16.728, 243.134, 358.636); (92.042, 27.872, -13.461); (344.012, 243.989, 333.781); []; 20.708961
146.911054; (92.359, 28.169, -13.402); (16.728, 243.134, 358.636); (92.042, 27.872, -13.461); (344.012, 243.989, 333.781); []; 20.708961
146.956963; (92.359, 28.169, -13.402); (16.731, 243.266, 358.684); (92.042, 27.871, -13.460); (344.428, 244.070, 333.834); []; 20.677992
146.957475; (92.359, 28.169, -13.402); (16.731, 243.266, 358.684); (92.042, 27.871, -13.460); (344.428, 244.070, 333.834); []; 20.677992
147.005092; (92.359, 28.169, -13.402); (16.712, 243.700, 358.815); (92.041, 27.869, -13.459); (344.778, 244.215, 334.007); []; 20.771652
147.006599; (92.359, 28.169, -13.402); (16.712, 243.700, 358.815); (92.041, 27.869, -13.459); (344.778, 244.215, 334.007); []; 20.771652
147.052057; (86.677, 28.169, -16.221); (16.653, 243.829, 358.827); (86.358, 27.869, -16.277); (344.754, 244.541, 333.844); []; 20.739079
147.054254; (86.677, 28.169, -16.221); (16.653, 243.829, 358.827); (86.358, 27.869, -16.277); (344.754, 244.541, 333.844); []; 20.739079
147.100262; (86.678, 28.170, -16.221); (16.372, 244.080, 358.843); (86.358, 27.868, -16.276); (344.877, 244.813, 333.718); []; 20.814852
147.102656; (86.678, 28.170, -16.221); (16.372, 244.080, 358.843); (86.358, 27.868, -16.276); (344.877, 244.813, 333.718); []; 20.814852
147.149044; (86.678, 28.170, -16.221); (16.327, 244.269, 358.926); (86.357, 27.868, -16.275); (344.804, 245.071, 333.357); []; 20.738104
147.151216; (86.678, 28.170, -16.221); (16.327, 244.269, 358.926); (86.357, 27.868, -16.275); (344.804, 245.071, 333.357); []; 20.738104
147.196968; (86.678, 28.170, -16.221); (16.288, 244.573, 358.941); (86.357, 27.868, -16.273); (344.916, 245.160, 333.876); [R_PadTouch]; 20.698254
147.199395; (86.678, 28.170, -16.221); (16.288, 244.573, 358.941); (86.357, 27.868, -16.273); (344.916, 245.160, 333.876); [R_PadTouch]; 20.698254
147.200398; (86.678, 28.170, -16.221); (16.288, 244.573, 358.941); (86.357, 27.868, -16.273); (344.916, 245.160, 333.876); [R_PadTouch]; 20.698254
147.247660; (86.678, 28.170, -16.220); (16.301, 245.354, 359.023); (86.355, 27.867, -16.271); (345.331, 245.892, 333.978); [R_PadTouch]; 20.754580
147.248662; (86.678, 28.170, -16.220); (16.301, 245.354, 359.023); (86.355, 27.867, -16.271); (345.331, 245.892, 333.978); [R_PadTouch]; 20.754580
147.296775; (86.679, 28.170, -16.219); (16.370, 245.736, 358.975); (86.355, 27.867, -16.270); (345.479, 245.955, 334.388); [R_Axis0,R_PadTouch]; 20.591246
147.297285; (86.679, 28.170, -16.219); (16.370, 245.736, 358.975); (86.355, 27.867, -16.270); (345.479, 245.955, 334.388); [R_Axis0,R_PadTouch]; 20.591246
147.345166; (86.678, 28.169, -16.218); (16.376, 246.250, 358.939); (86.354, 27.866, -16.269); (345.648, 246.352, 334.265); [R_Axis0,R_PadTouch]; 20.592478
147.346673; (86.678, 28.169, -16.218); (16.376, 246.250, 358.939); (86.354, 27.866, -16.269); (345.648, 246.352, 334.265); [R_Axis0,R_PadTouch]; 20.592478
147.393889; (86.679, 28.169, -16.218); (16.386, 246.442, 358.976); (86.355, 27.866, -16.268); (345.456, 246.435, 334.394); [R_Axis0,R_PadTouch]; 20.554741
147.396350; (86.679, 28.169, -16.218); (16.386, 246.442, 358.976); (86.355, 27.866, -16.268); (345.456, 246.435, 334.394); [R_Axis0,R_PadTouch]; 20.554741
147.443065; (86.679, 28.169, -16.217); (16.354, 246.541, 358.956); (86.356, 27.867, -16.267); (345.349, 246.387, 333.779); [R_Axis0,R_PadTouch]; 20.452608
147.445299; (86.679, 28.169, -16.217); (16.354, 246.541, 358.956); (86.356, 27.867, -16.267); (345.349, 246.387, 333.779); [R_Axis0,R_PadTouch]; 20.452608
147.446301; (86.679, 28.169, -16.217); (16.354, 246.541, 358.956); (86.356, 27.867, -16.267); (345.349, 246.387, 333.779); [R_Axis0,R_PadTouch]; 20.452608
147.491844; (86.679, 28.169, -16.217); (16.353, 246.436, 358.864); (86.356, 27.867, -16.267); (345.209, 246.219, 334.280); [R_Axis0,R_PadTouch]; 20.487371
147.492931; (86.679, 28.169, -16.217); (16.353, 246.436, 358.864); (86.356, 27.867, -16.267); (345.209, 246.219, 334.280); [R_Axis0,R_PadTouch]; 20.487371
147.540302; (86.678, 28.169, -16.217); (16.532, 246.138, 358.708); (86.357, 27.867, -16.266); (345.286, 246.575, 333.943); [R_Axis0,R_PadTouch]; 20.555700
147.542090; (86.678, 28.169, -16.217); (16.532, 246.138, 358.708); (86.357, 27.867, -16.266); (345.286, 246.575, 333.943); [R_Axis0,R_PadTouch]; 20.555700
147.589780; (86.678, 28.169, -16.217); (16.607, 245.979, 358.693); (86.357, 27.867, -16.265); (345.324, 246.700, 334.020); [R_Axis0,R_PadTouch]; 20.529564
147.590906; (86.678, 28.169, -16.217); (16.607, 245.979, 358.693); (86.357, 27.867, -16.265); (345.324, 246.700, 334.020); [R_Axis0,R_PadTouch]; 20.529564
147.637549; (86.679, 28.169, -16.217); (16.546, 245.818, 358.660); (86.357, 27.867, -16.264); (345.386, 246.790, 333.841); [R_Axis0,R_PadTouch]; 20.499823
147.639056; (86.679, 28.169, -16.217); (16.546, 245.818, 358.660); (86.357, 27.867, -16.264); (345.386, 246.790, 333.841); [R_Axis0,R_PadTouch]; 20.499823
147.686900; (86.679, 28.169, -16.217); (16.520, 245.818, 358.648); (86.357, 27.866, -16.263); (345.446, 246.831, 333.805); [R_Axis0,R_PadTouch]; 20.546730
147.688411; (86.679, 28.169, -16.217); (16.520, 245.818, 358.648); (86.357, 27.866, -16.263); (345.446, 246.831, 333.805); [R_Axis0,R_PadTouch]; 20.546730
147.689590; (86.679, 28.169, -16.217); (16.520, 245.818, 358.648); (86.357, 27.866, -16.263); (345.446, 246.831, 333.805); [R_Axis0,R_PadTouch]; 20.546730
147.735597; (86.680, 28.169, -16.217); (16.413, 245.918, 358.688); (86.357, 27.867, -16.262); (345.099, 247.028, 333.784); [R_Axis0,R_PadTouch]; 20.493391
147.736717; (86.680, 28.169, -16.217); (16.413, 245.918, 358.688); (86.357, 27.867, -16.262); (345.099, 247.028, 333.784); [R_Axis0,R_PadTouch]; 20.493391
147.784479; (86.680, 28.169, -16.217); (16.371, 245.997, 358.656); (86.359, 27.869, -16.260); (344.511, 247.100, 333.732); [R_Axis0,R_PadTouch]; 20.574661
147.785486; (86.680, 28.169, -16.217); (16.371, 245.997, 358.656); (86.359, 27.869, -16.260); (344.511, 247.100, 333.732); [R_Axis0,R_PadTouch]; 20.574661
147.832639; (86.680, 28.169, -16.217); (16.368, 246.218, 358.677); (86.358, 27.869, -16.259); (344.538, 247.047, 333.887); [R_PadTouch]; 20.525530
147.834145; (86.680, 28.169, -16.217); (16.368, 246.218, 358.677); (86.358, 27.869, -16.259); (344.538, 247.047, 333.887); [R_PadTouch]; 20.525530
147.881088; (86.680, 28.169, -16.218); (16.428, 246.898, 359.031); (86.356, 27.870, -16.257); (344.811, 247.908, 333.178); [R_PadTouch]; 20.577805
147.882610; (86.680, 28.169, -16.218); (16.428, 246.898, 359.031); (86.356, 27.870, -16.257); (344.811, 247.908, 333.178); [R_PadTouch]; 20.577805
147.929727; (86.680, 28.169, -16.218); (16.329, 247.143, 358.993); (86.355, 27.870, -16.255); (344.823, 248.192, 333.112); []; 20.535130
147.931235; (86.680, 28.169, -16.218); (16.329, 247.143, 358.993); (86.355, 27.870, -16.255); (344.823, 248.192, 333.112); []; 20.535130
147.932249; (86.680, 28.169, -16.218); (16.329, 247.143, 358.993); (86.355, 27.870, -16.255); (344.823, 248.192, 333.112); []; 20.535130
147.979464; (86.680, 28.170, -16.218); (16.293, 248.010, 358.958); (86.354, 27.870, -16.253); (345.108, 248.865, 332.633); []; 20.537004
147.980465; (86.680, 28.170, -16.218); (16.293, 248.010, 358.958); (86.354, 27.870, -16.253); (345.108, 248.865, 332.633); []; 20.537004
148.028621; (86.679, 28.170, -16.217); (16.340, 248.480, 359.053); (86.353, 27.869, -16.252); (345.328, 249.119, 332.758); []; 20.490252
148.029631; (86.679, 28.170, -16.217); (16.340, 248.480, 359.053); (86.353, 27.869, -16.252); (345.328, 249.119, 332.758); []; 20.490252
148.077263; (86.679, 28.170, -16.218); (16.223, 249.334, 359.576); (86.352, 27.868, -16.251); (345.566, 249.703, 332.237); []; 20.477949
148.078265; (86.679, 28.170, -16.218); (16.223, 249.334, 359.576); (86.352, 27.868, -16.251); (345.566, 249.703, 332.237); []; 20.477949
148.125362; (80.975, 28.170, -18.560); (16.080, 249.855, 359.938); (80.647, 27.867, -18.593); (345.827, 250.078, 332.017); []; 20.462898
148.126809; (80.975, 28.170, -18.560); (16.080, 249.855, 359.938); (80.647, 27.867, -18.593); (345.827, 250.078, 332.017); []; 20.462898
148.176122; (80.974, 28.171, -18.560); (15.673, 251.021, 0.016); (80.648, 27.864, -18.595); (346.376, 249.755, 332.238); [R_PadTouch]; 20.455450
148.178134; (80.974, 28.171, -18.560); (15.673, 251.021, 0.016); (80.648, 27.864, -18.595); (346.376, 249.755, 332.238); [R_PadTouch]; 20.455450
148.179251; (80.974, 28.171, -18.560); (15.673, 251.021, 0.016); (80.648, 27.864, -18.595); (346.376, 249.755, 332.238); [R_PadTouch]; 20.455450
148.228411; (80.974, 28.171, -18.559); (15.480, 251.690, 0.030); (80.648, 27.862, -18.595); (346.689, 249.794, 331.825); [R_PadTouch]; 20.318224
148.228916; (80.974, 28.171, -18.559); (15.480, 251.690, 0.030); (80.648, 27.862, -18.595); (346.689, 249.794, 331.825); [R_PadTouch]; 20.318224
148.277109; (80.974, 28.171, -18.558); (15.152, 253.369, 0.195); (80.647, 27.859, -18.594); (347.232, 250.794, 332.461); [R_PadTouch]; 20.173510
148.277619; (80.974, 28.171, -18.558); (15.152, 253.369, 0.195); (80.647, 27.859, -18.594); (347.232, 250.794, 332.461); [R_PadTouch]; 20.173510
148.325739; (80.973, 28.172, -18.557); (14.880, 254.385, 0.640); (80.646, 27.858, -18.592); (347.585, 251.553, 331.653); [R_PadTouch]; 20.257698
148.327866; (80.973, 28.172, -18.557); (14.880, 254.385, 0.640); (80.646, 27.858, -18.592); (347.585, 251.553, 331.653); [R_PadTouch]; 20.257698
148.376289; (80.972, 28.172, -18.555); (14.514, 256.592, 1.917); (80.643, 27.854, -18.589); (348.173, 253.431, 331.967); [R_PadTouch]; 20.158022
148.377796; (80.972, 28.172, -18.555); (14.514, 256.592, 1.917); (80.643, 27.854, -18.589); (348.173, 253.431, 331.967); [R_PadTouch]; 20.158022
148.378937; (80.972, 28.172, -18.555); (14.514, 256.592, 1.917); (80.643, 27.854, -18.589); (348.173, 253.431, 331.967); [R_PadTouch]; 20.158022
148.427734; (80.971, 28.172, -18.555); (14.467, 257.517, 2.342); (80.643, 27.852, -18.588); (348.862, 253.689, 330.914); [R_Axis0,R_PadTouch]; 20.143448
148.429843; (80.971, 28.172, -18.555); (14.467, 257.517, 2.342); (80.643, 27.852, -18.588); (348.862, 253.689, 330.914); [R_Axis0,R_PadTouch]; 20.143448
148.478139; (80.970, 28.172, -18.554); (14.368, 259.061, 2.913); (80.644, 27.847, -18.588); (349.411, 253.164, 331.638); [R_Axis0,R_PadTouch]; 20.018703
148.480488; (80.970, 28.172, -18.554); (14.368, 259.061, 2.913); (80.644, 27.847, -18.588); (349.411, 253.164, 331.638); [R_Axis0,R_PadTouch]; 20.018703
148.528410; (80.969, 28.172, -18.553); (14.421, 259.681, 3.158); (80.644, 27.846, -18.588); (349.826, 253.321, 331.202); [R_Axis0,R_PadTouch]; 19.981701
148.529736; (80.969, 28.172, -18.553); (14.421, 259.681, 3.158); (80.644, 27.846, -18.588); (349.826, 253.321, 331.202); [R_Axis0,R_PadTouch]; 19.981701
148.578114; (80.967, 28.172, -18.553); (14.520, 260.524, 3.161); (80.643, 27.845, -18.588); (349.824, 253.224, 331.406); [R_Axis0,R_PadTouch]; 19.928175
148.580368; (80.967, 28.172, -18.553); (14.520, 260.524, 3.161); (80.643, 27.845, -18.588); (349.824, 253.224, 331.406); [R_Axis0,R_PadTouch]; 19.928175
148.581875; (80.967, 28.172, -18.553); (14.520, 260.524, 3.161); (80.643, 27.845, -18.588); (349.824, 253.224, 331.406); [R_Axis0,R_PadTouch]; 19.928175
148.628985; (80.967, 28.172, -18.552); (14.592, 260.739, 3.243); (80.643, 27.845, -18.589); (349.862, 253.193, 331.300); [R_Axis0,R_PadTouch]; 19.992607
148.629986; (80.967, 28.172, -18.552); (14.592, 260.739, 3.243); (80.643, 27.845, -18.589); (349.862, 253.193, 331.300); [R_Axis0,R_PadTouch]; 19.992607
148.679229; (80.966, 28.172, -18.552); (14.759, 261.027, 3.156); (80.643, 27.847, -18.589); (349.484, 253.182, 331.178); [R_Axis0,R_PadTouch]; 19.975616
148.680231; (80.966, 28.172, -18.552); (14.759, 261.027, 3.156); (80.643, 27.847, -18.589); (349.484, 253.182, 331.178); [R_Axis0,R_PadTouch]; 19.975616
148.727105; (80.965, 28.172, -18.552); (14.876, 261.115, 3.279); (80.643, 27.847, -18.588); (349.341, 253.338, 330.876); [R_Axis0,R_PadTouch]; 19.971241
148.728116; (80.965, 28.172, -18.552); (14.876, 261.115, 3.279); (80.643, 27.847, -18.588); (349.341, 253.338, 330.876); [R_Axis0,R_PadTouch]; 19.971241
148.777876; (80.965, 28.171, -18.552); (14.905, 260.991, 3.156); (80.642, 27.848, -18.588); (349.114, 253.283, 331.466); [R_Axis0,R_PadTouch]; 20.071285
148.779114; (80.965, 28.171, -18.552); (14.905, 260.991, 3.156); (80.642, 27.848, -18.588); (349.114, 253.283, 331.466); [R_Axis0,R_PadTouch]; 20.071285
148.780622; (80.965, 28.171, -18.552); (14.905, 260.991, 3.156); (80.642, 27.848, -18.588); (349.114, 253.283, 331.466); [R_Axis0,R_PadTouch]; 20.071285
148.827368; (80.965, 28.172, -18.552); (14.954, 260.840, 3.157); (80.642, 27.848, -18.588); (349.066, 253.455, 331.278); [R_Axis0,R_PadTouch]; 19.977476
148.829381; (80.965, 28.172, -18.552); (14.954, 260.840, 3.157); (80.642, 27.848, -18.588); (349.066, 253.455, 331.278); [R_Axis0,R_PadTouch]; 19.977476
148.877481; (80.965, 28.172, -18.553); (14.753, 260.406, 2.846); (80.641, 27.849, -18.586); (348.812, 253.995, 330.508); [R_Axis0,R_PadTouch]; 20.055813
148.878483; (80.965, 28.172, -18.553); (14.753, 260.406, 2.846); (80.641, 27.849, -18.586); (348.812, 253.995, 330.508); [R_Axis0,R_PadTouch]; 20.055813
148.926638; (80.965, 28.172, -18.553); (14.615, 260.281, 2.791); (80.641, 27.852, -18.585); (348.074, 253.948, 330.631); [R_PadTouch]; 20.106012
148.927663; (80.965, 28.172, -18.553); (14.615, 260.281, 2.791); (80.641, 27.852, -18.585); (348.074, 253.948, 330.631); [R_PadTouch]; 20.106012
148.975811; (80.965, 28.172, -18.553); (14.540, 259.845, 2.560); (80.640, 27.853, -18.585); (348.477, 253.910, 331.440); [R_PadTouch]; 20.077389
148.977332; (80.965, 28.172, -18.553); (14.540, 259.845, 2.560); (80.640, 27.853, -18.585); (348.477, 253.910, 331.440); [R_PadTouch]; 20.077389
148.978334; (80.965, 28.172, -18.553); (14.540, 259.845, 2.560); (80.640, 27.853, -18.585); (348.477, 253.910, 331.440); [R_PadTouch]; 20.077389
149.026224; (80.965, 28.172, -18.553); (14.590, 259.644, 2.419); (80.640, 27.854, -18.585); (348.580, 253.704, 331.942); []; 20.118370
149.028236; (80.965, 28.172, -18.553); (14.590, 259.644, 2.419); (80.640, 27.854, -18.585); (348.580, 253.704, 331.942); []; 20.118370
149.076917; (80.965, 28.172, -18.553); (14.885, 259.534, 2.168); (80.639, 27.856, -18.584); (347.879, 254.282, 331.142); []; 20.076574
