***SESSION HEADER***
{
    "Participant": "0",
    "Timestamp": "17-19-59-02-04-2026"
}
---SESSION HEADER---
time; camera.position; camera.direction; hand.position; hand.direction; input; fps
22.370274; (22.920, 27.619, 9.937); (11.790, 334.707, 5.101); (22.229, 27.617, 10.483); (344.772, 1.832, 13.839); []; 23.732777
22.409377; (22.932, 27.594, 9.921); (14.131, 336.372, 2.855); (22.230, 27.617, 10.482); (344.772, 1.844, 13.776); []; 24.174362
22.410388; (22.932, 27.594, 9.921); (14.131, 336.372, 2.855); (22.230, 27.617, 10.482); (344.772, 1.844, 13.776); []; 24.174362
22.449540; (22.956, 27.545, 9.887); (18.835, 340.536, 0.570); (22.229, 27.617, 10.483); (344.783, 1.841, 13.818); []; 24.330929
22.486436; (22.968, 27.519, 9.872); (21.202, 342.208, 358.702); (22.229, 27.617, 10.482); (344.772, 1.835, 13.842); []; 24.567198
22.489430; (22.968, 27.519, 9.872); (21.202, 342.208, 358.702); (22.229, 27.617, 10.482); (344.772, 1.835, 13.842); []; 24.567198
22.525816; (22.980, 27.490, 9.858); (23.459, 344.411, 358.084); (22.229, 27.618, 10.483); (344.781, 1.841, 13.856); []; 24.675734
22.529126; (22.980, 27.490, 9.858); (23.459, 344.411, 358.084); (22.229, 27.618, 10.483); (344.781, 1.841, 13.856); []; 24.675734
22.567127; (22.994, 27.463, 9.846); (24.892, 346.103, 358.041); (22.229, 27.618, 10.482); (344.777, 1.838, 13.816); []; 24.829117
22.569292; (22.994, 27.463, 9.846); (24.892, 346.103, 358.041); (22.229, 27.618, 10.482); (344.777, 1.838, 13.816); []; 24.829117
22.604978; (23.007, 27.439, 9.835); (25.555, 348.171, 359.362); (22.229, 27.618, 10.482); (344.752, 1.841, 13.789); []; 24.782831
22.606992; (23.007, 27.439, 9.835); (25.555, 348.171, 359.362); (22.229, 27.618, 10.482); (344.752, 1.841, 13.789); []; 24.782831
22.645784; (23.022, 27.416, 9.825); (25.535, 350.178, 1.070); (22.229, 27.617, 10.482); (344.776, 1.827, 13.837); []; 25.132137
22.684519; (23.052, 27.375, 9.811); (24.719, 352.625, 3.283); (22.229, 27.618, 10.483); (344.779, 1.828, 13.845); []; 25.108776
22.686854; (23.052, 27.375, 9.811); (24.719, 352.625, 3.283); (22.229, 27.618, 10.483); (344.779, 1.828, 13.845); []; 25.108776
22.722419; (23.071, 27.356, 9.805); (23.654, 352.697, 2.140); (22.229, 27.618, 10.482); (344.776, 1.821, 13.833); []; 25.077469
22.725761; (23.071, 27.356, 9.805); (23.654, 352.697, 2.140); (22.229, 27.618, 10.482); (344.776, 1.821, 13.833); []; 25.077469
22.770679; (23.087, 27.343, 9.800); (22.212, 352.859, 3.145); (22.229, 27.617, 10.482); (344.767, 1.843, 13.795); []; 25.229790
22.772856; (23.087, 27.343, 9.800); (22.212, 352.859, 3.145); (22.229, 27.617, 10.482); (344.767, 1.843, 13.795); []; 25.229790
22.820777; (23.119, 27.334, 9.790); (18.676, 353.260, 7.701); (22.229, 27.617, 10.483); (344.781, 1.829, 13.825); []; 24.407051
22.821788; (23.119, 27.334, 9.790); (18.676, 353.260, 7.701); (22.229, 27.617, 10.483); (344.781, 1.829, 13.825); []; 24.407051
22.865144; (23.135, 27.339, 9.785); (20.186, 353.835, 10.578); (22.229, 27.618, 10.483); (344.787, 1.831, 13.842); []; 23.424551
22.867157; (23.135, 27.339, 9.785); (20.186, 353.835, 10.578); (22.229, 27.618, 10.483); (344.787, 1.831, 13.842); []; 23.424551
22.904348; (23.149, 27.347, 9.779); (22.980, 355.426, 12.016); (22.229, 27.617, 10.483); (344.790, 1.840, 13.824); []; 23.090837
22.906361; (23.149, 27.347, 9.779); (22.980, 355.426, 12.016); (22.229, 27.617, 10.483); (344.790, 1.840, 13.824); []; 23.090837
22.943486; (23.162, 27.356, 9.775); (24.461, 357.645, 12.517); (22.229, 27.617, 10.483); (344.787, 1.853, 13.800); []; 23.520369
22.946013; (23.162, 27.356, 9.775); (24.461, 357.645, 12.517); (22.229, 27.617, 10.483); (344.787, 1.853, 13.800); []; 23.520369
22.984040; (23.180, 27.380, 9.771); (22.144, 5.220, 15.322); (22.229, 27.618, 10.482); (344.767, 1.845, 13.820); []; 23.928179
22.985063; (23.180, 27.380, 9.771); (22.144, 5.220, 15.322); (22.229, 27.618, 10.482); (344.767, 1.845, 13.820); []; 23.928179
23.020912; (23.187, 27.393, 9.769); (20.630, 9.483, 14.586); (22.229, 27.618, 10.482); (344.767, 1.837, 13.834); []; 24.223701
23.057128; (23.192, 27.407, 9.769); (19.060, 13.607, 12.752); (22.229, 27.618, 10.482); (344.776, 1.838, 13.826); []; 24.725739
23.058130; (23.192, 27.407, 9.769); (19.060, 13.607, 12.752); (22.229, 27.618, 10.482); (344.776, 1.838, 13.826); []; 24.725739
23.096730; (23.197, 27.426, 9.770); (20.114, 16.180, 6.898); (22.229, 27.617, 10.482); (344.772, 1.836, 13.816); []; 25.078779
23.099012; (23.197, 27.426, 9.770); (20.114, 16.180, 6.898); (22.229, 27.617, 10.482); (344.772, 1.836, 13.816); []; 25.078779
23.137820; (23.187, 27.417, 9.794); (11.193, 25.999, 358.189); (22.229, 27.617, 10.483); (344.783, 1.843, 13.800); []; 25.210255
23.175127; (23.177, 27.437, 9.821); (8.179, 30.282, 354.115); (22.229, 27.617, 10.483); (344.772, 1.832, 13.816); []; 25.139158
23.177731; (23.177, 27.437, 9.821); (8.179, 30.282, 354.115); (22.229, 27.617, 10.483); (344.772, 1.832, 13.816); []; 25.139158
23.212938; (23.170, 27.494, 9.853); (4.491, 33.739, 337.622); (22.229, 27.617, 10.482); (344.765, 1.839, 13.820); []; 25.201891
23.216046; (23.170, 27.494, 9.853); (4.491, 33.739, 337.622); (22.229, 27.617, 10.482); (344.765, 1.839, 13.820); []; 25.201891
23.254269; (23.167, 27.520, 9.860); (7.888, 37.309, 337.314); (22.230, 27.617, 10.482); (344.755, 1.830, 13.821); []; 25.417168
23.256878; (23.167, 27.520, 9.860); (7.888, 37.309, 337.314); (22.230, 27.617, 10.482); (344.755, 1.830, 13.821); []; 25.417168
23.292939; (23.175, 27.543, 9.853); (11.334, 35.970, 329.708); (22.230, 27.617, 10.482); (344.746, 1.837, 13.812); []; 25.400276
23.332971; (23.178, 27.564, 9.853); (12.480, 40.048, 334.669); (22.230, 27.617, 10.482); (344.737, 1.829, 13.803); []; 25.455088
23.336005; (23.178, 27.564, 9.853); (12.480, 40.048, 334.669); (22.230, 27.617, 10.482); (344.737, 1.829, 13.803); []; 25.455088
23.371896; (23.183, 27.578, 9.852); (12.478, 41.123, 338.608); (22.230, 27.617, 10.483); (344.751, 1.837, 13.804); []; 25.205154
23.372897; (23.183, 27.578, 9.852); (12.478, 41.123, 338.608); (22.230, 27.617, 10.483); (344.751, 1.837, 13.804); []; 25.205154
23.410900; (23.191, 27.599, 9.861); (5.237, 39.790, 344.127); (22.229, 27.617, 10.483); (344.747, 1.823, 13.812); []; 25.336548
23.413085; (23.191, 27.599, 9.861); (5.237, 39.790, 344.127); (22.229, 27.617, 10.483); (344.747, 1.823, 13.812); []; 25.336548
23.454426; (23.196, 27.611, 9.853); (3.704, 38.697, 351.309); (22.230, 27.617, 10.482); (344.749, 1.821, 13.806); []; 25.282034
23.455943; (23.196, 27.611, 9.853); (3.704, 38.697, 351.309); (22.230, 27.617, 10.482); (344.749, 1.821, 13.806); []; 25.282034
23.491413; (23.204, 27.622, 9.842); (4.352, 33.762, 358.982); (22.230, 27.617, 10.482); (344.748, 1.830, 13.797); []; 25.065092
23.530624; (23.211, 27.632, 9.829); (6.782, 28.271, 4.134); (22.230, 27.617, 10.483); (344.743, 1.815, 13.819); []; 25.306860
23.532650; (23.211, 27.632, 9.829); (6.782, 28.271, 4.134); (22.230, 27.617, 10.483); (344.743, 1.815, 13.819); []; 25.306860
23.570287; (23.219, 27.640, 9.819); (8.725, 24.487, 9.102); (22.229, 27.617, 10.483); (344.742, 1.824, 13.817); []; 25.224537
23.572374; (23.219, 27.640, 9.819); (8.725, 24.487, 9.102); (22.229, 27.617, 10.483); (344.742, 1.824, 13.817); []; 25.224537
23.611275; (23.237, 27.658, 9.801); (10.204, 21.121, 12.690); (22.229, 27.617, 10.482); (344.721, 1.810, 13.807); []; 25.216312
23.613278; (23.237, 27.658, 9.801); (10.204, 21.121, 12.690); (22.229, 27.617, 10.482); (344.721, 1.810, 13.807); []; 25.216312
23.650090; (23.244, 27.669, 9.793); (10.482, 23.290, 14.401); (22.230, 27.617, 10.482); (344.710, 1.806, 13.788); []; 25.100319
23.652346; (23.244, 27.669, 9.793); (10.482, 23.290, 14.401); (22.230, 27.617, 10.482); (344.710, 1.806, 13.788); []; 25.100319
23.691367; (23.250, 27.685, 9.785); (10.236, 25.584, 12.659); (22.230, 27.617, 10.483); (344.733, 1.820, 13.817); []; 25.337402
23.727132; (23.256, 27.701, 9.778); (9.126, 29.619, 11.666); (22.229, 27.617, 10.483); (344.724, 1.818, 13.810); []; 25.223394
23.729145; (23.256, 27.701, 9.778); (9.126, 29.619, 11.666); (22.229, 27.617, 10.483); (344.724, 1.818, 13.810); []; 25.223394
23.766976; (23.262, 27.720, 9.773); (8.538, 35.088, 9.534); (22.230, 27.617, 10.482); (344.721, 1.817, 13.807); []; 25.424522
23.769494; (23.262, 27.720, 9.773); (8.538, 35.088, 9.534); (22.230, 27.617, 10.482); (344.721, 1.817, 13.807); []; 25.424522
23.806608; (23.270, 27.741, 9.770); (5.430, 39.104, 8.355); (22.229, 27.617, 10.482); (344.722, 1.817, 13.811); []; 25.411602
23.807862; (23.270, 27.741, 9.770); (5.430, 39.104, 8.355); (22.229, 27.617, 10.482); (344.722, 1.817, 13.811); []; 25.411602
23.846003; (23.292, 27.794, 9.767); (0.454, 47.807, 5.023); (22.230, 27.617, 10.482); (344.727, 1.816, 13.809); []; 25.458921
23.884433; (23.307, 27.824, 9.767); (356.691, 49.978, 5.839); (22.229, 27.617, 10.483); (344.732, 1.819, 13.821); []; 25.526661
23.885947; (23.307, 27.824, 9.767); (356.691, 49.978, 5.839); (22.229, 27.617, 10.483); (344.732, 1.819, 13.821); []; 25.526661
23.923143; (23.325, 27.854, 9.767); (351.269, 50.486, 6.840); (22.229, 27.617, 10.482); (344.739, 1.831, 13.805); []; 25.491032
23.924665; (23.325, 27.854, 9.767); (351.269, 50.486, 6.840); (22.229, 27.617, 10.482); (344.739, 1.831, 13.805); []; 25.491032
23.963463; (23.343, 27.885, 9.765); (347.334, 48.852, 10.478); (22.229, 27.617, 10.482); (344.736, 1.837, 13.812); []; 25.558306
23.964970; (23.343, 27.885, 9.765); (347.334, 48.852, 10.478); (22.229, 27.617, 10.482); (344.736, 1.837, 13.812); []; 25.558306
24.002590; (23.358, 27.915, 9.762); (343.671, 46.670, 14.714); (22.230, 27.617, 10.482); (344.750, 1.832, 13.814); []; 25.513981
24.041760; (23.384, 27.961, 9.754); (338.113, 40.010, 27.500); (22.230, 27.617, 10.482); (344.756, 1.819, 13.821); []; 25.535208
24.044066; (23.384, 27.961, 9.754); (338.113, 40.010, 27.500); (22.230, 27.617, 10.482); (344.756, 1.819, 13.821); []; 25.535208
24.081463; (23.386, 27.974, 9.749); (337.316, 37.743, 34.906); (22.230, 27.617, 10.482); (344.751, 1.826, 13.821); []; 25.371599
24.082969; (23.386, 27.974, 9.749); (337.316, 37.743, 34.906); (22.230, 27.617, 10.482); (344.751, 1.826, 13.821); []; 25.371599
24.121386; (23.384, 27.980, 9.743); (337.759, 36.695, 40.540); (22.230, 27.617, 10.482); (344.749, 1.817, 13.821); []; 25.375805
24.124399; (23.384, 27.980, 9.743); (337.759, 36.695, 40.540); (22.230, 27.617, 10.482); (344.749, 1.817, 13.821); []; 25.375805
24.159873; (23.380, 27.979, 9.738); (339.570, 37.071, 43.726); (22.230, 27.617, 10.482); (344.738, 1.812, 13.820); []; 25.298603
24.160874; (23.380, 27.979, 9.738); (339.570, 37.071, 43.726); (22.230, 27.617, 10.482); (344.738, 1.812, 13.820); []; 25.298603
24.200970; (23.371, 27.971, 9.734); (341.482, 37.887, 44.205); (22.229, 27.617, 10.482); (344.730, 1.817, 13.828); []; 25.511599
24.238686; (23.364, 27.960, 9.731); (344.098, 38.644, 40.366); (22.229, 27.617, 10.482); (344.725, 1.811, 13.835); []; 25.384600
24.240193; (23.364, 27.960, 9.731); (344.098, 38.644, 40.366); (22.229, 27.617, 10.482); (344.725, 1.811, 13.835); []; 25.384600
24.276569; (23.345, 27.926, 9.739); (345.025, 42.081, 29.921); (22.229, 27.617, 10.483); (344.729, 1.814, 13.828); []; 25.431398
24.278088; (23.345, 27.926, 9.739); (345.025, 42.081, 29.921); (22.229, 27.617, 10.483); (344.729, 1.814, 13.828); []; 25.431398
24.317168; (23.333, 27.904, 9.748); (345.339, 43.857, 24.129); (22.230, 27.617, 10.483); (344.726, 1.811, 13.828); []; 25.598143
24.318169; (23.333, 27.904, 9.748); (345.339, 43.857, 24.129); (22.230, 27.617, 10.483); (344.726, 1.811, 13.828); []; 25.598143
24.355825; (23.319, 27.882, 9.758); (345.821, 44.757, 19.223); (22.230, 27.617, 10.483); (344.719, 1.816, 13.816); []; 25.484274
24.394794; (23.303, 27.860, 9.765); (349.483, 43.504, 13.784); (22.230, 27.617, 10.482); (344.722, 1.817, 13.815); []; 25.613094
24.397869; (23.303, 27.860, 9.765); (349.483, 43.504, 13.784); (22.230, 27.617, 10.482); (344.722, 1.817, 13.815); []; 25.613094
24.432906; (23.282, 27.837, 9.774); (351.740, 42.120, 11.408); (22.230, 27.617, 10.482); (344.728, 1.816, 13.822); []; 25.446030
24.434945; (23.282, 27.837, 9.774); (351.740, 42.120, 11.408); (22.230, 27.617, 10.482); (344.728, 1.816, 13.822); []; 25.446030
24.473150; (23.261, 27.813, 9.780); (355.149, 39.074, 8.989); (22.229, 27.617, 10.483); (344.714, 1.807, 13.816); []; 25.567230
24.475240; (23.261, 27.813, 9.780); (355.149, 39.074, 8.989); (22.229, 27.617, 10.483); (344.714, 1.807, 13.816); []; 25.567230
24.514224; (23.217, 27.758, 9.794); (2.067, 31.926, 6.334); (22.230, 27.617, 10.482); (344.712, 1.815, 13.803); []; 25.544668
24.551360; (23.192, 27.729, 9.796); (6.023, 27.835, 3.859); (22.230, 27.617, 10.483); (344.730, 1.814, 13.818); []; 25.489651
24.554444; (23.192, 27.729, 9.796); (6.023, 27.835, 3.859); (22.230, 27.617, 10.483); (344.730, 1.814, 13.818); []; 25.489651
24.594009; (23.163, 27.703, 9.796); (11.028, 24.964, 2.268); (22.230, 27.617, 10.483); (344.723, 1.815, 13.819); []; 25.513468
24.597124; (23.163, 27.703, 9.796); (11.028, 24.964, 2.268); (22.230, 27.617, 10.483); (344.723, 1.815, 13.819); []; 25.513468
24.633488; (23.134, 27.682, 9.792); (15.584, 19.953, 358.542); (22.230, 27.617, 10.483); (344.729, 1.823, 13.827); []; 25.066923
24.635836; (23.134, 27.682, 9.792); (15.584, 19.953, 358.542); (22.230, 27.617, 10.483); (344.729, 1.823, 13.827); []; 25.066923
24.673479; (23.103, 27.667, 9.786); (19.219, 17.130, 358.997); (22.230, 27.617, 10.483); (344.745, 1.813, 13.819); []; 25.101770
24.675634; (23.103, 27.667, 9.786); (19.219, 17.130, 358.997); (22.230, 27.617, 10.483); (344.745, 1.813, 13.819); []; 25.101770
24.711005; (23.040, 27.671, 9.771); (22.881, 11.213, 357.823); (22.230, 27.617, 10.482); (344.752, 1.827, 13.815); []; 25.296974
24.749315; (23.014, 27.689, 9.763); (22.027, 6.076, 352.846); (22.230, 27.617, 10.482); (344.747, 1.821, 13.808); []; 25.414593
24.750827; (23.014, 27.689, 9.763); (22.027, 6.076, 352.846); (22.230, 27.617, 10.482); (344.747, 1.821, 13.808); []; 25.414593
24.787864; (22.990, 27.708, 9.757); (22.921, 2.003, 346.628); (22.230, 27.617, 10.482); (344.758, 1.827, 13.813); []; 25.485395
24.791041; (22.990, 27.708, 9.757); (22.921, 2.003, 346.628); (22.230, 27.617, 10.482); (344.758, 1.827, 13.813); []; 25.485395
24.831182; (22.972, 27.742, 9.753); (23.012, 358.725, 339.738); (22.230, 27.617, 10.482); (344.747, 1.820, 13.807); []; 25.492708
24.833447; (22.972, 27.742, 9.753); (23.012, 358.725, 339.738); (22.230, 27.617, 10.482); (344.747, 1.820, 13.807); []; 25.492708
24.869190; (22.955, 27.771, 9.754); (19.386, 358.188, 338.428); (22.230, 27.617, 10.482); (344.743, 1.825, 13.803); []; 25.217855
24.907410; (22.937, 27.796, 9.761); (19.015, 359.681, 340.358); (22.230, 27.617, 10.482); (344.734, 1.837, 13.799); []; 25.486609
24.909426; (22.937, 27.796, 9.761); (19.015, 359.681, 340.358); (22.230, 27.617, 10.482); (344.734, 1.837, 13.799); []; 25.486609
24.947636; (22.916, 27.833, 9.771); (13.010, 357.379, 343.406); (22.230, 27.617, 10.482); (344.740, 1.833, 13.805); []; 25.409412
24.950650; (22.916, 27.833, 9.771); (13.010, 357.379, 343.406); (22.230, 27.617, 10.482); (344.740, 1.833, 13.805); []; 25.409412
24.986709; (22.906, 27.844, 9.779); (11.208, 356.199, 347.258); (22.230, 27.617, 10.482); (344.731, 1.823, 13.812); []; 25.204792
24.989939; (22.906, 27.844, 9.779); (11.208, 356.199, 347.258); (22.230, 27.617, 10.482); (344.731, 1.823, 13.812); []; 25.204792
25.026380; (22.898, 27.857, 9.784); (9.221, 355.052, 349.855); (22.230, 27.617, 10.483); (344.745, 1.822, 13.809); []; 25.292564
25.066027; (22.891, 27.867, 9.789); (7.246, 354.958, 351.449); (22.230, 27.617, 10.483); (344.736, 1.829, 13.815); []; 25.436293
25.068791; (22.891, 27.867, 9.789); (7.246, 354.958, 351.449); (22.230, 27.617, 10.483); (344.736, 1.829, 13.815); []; 25.436293
