***SESSION HEADER***
{
    "Participant": "0",
    "Timestamp": "17-19-59-02-04-2026"
}
---SESSION HEADER---
time; camera.position; camera.direction; hand.position; hand.direction; input; fps
45.423905; (23.337, 28.258, 9.247); (42.354, 163.813, 2.500); (23.313, 27.725, 9.499); (54.457, 187.424, 342.860); []; 18.102861
45.424917; (23.337, 28.258, 9.247); (42.354, 163.813, 2.500); (23.313, 27.725, 9.499); (54.457, 187.424, 342.860); []; 18.102861
45.478416; (23.350, 28.254, 9.235); (42.603, 161.202, 2.694); (23.315, 27.757, 9.417); (37.722, 182.523, 342.739); []; 18.086569
45.480428; (23.350, 28.254, 9.235); (42.603, 161.202, 2.694); (23.315, 27.757, 9.417); (37.722, 182.523, 342.739); []; 18.086569
45.481449; (23.350, 28.254, 9.235); (42.603, 161.202, 2.694); (23.315, 27.757, 9.417); (37.722, 182.523, 342.739); []; 18.086569
45.534820; (23.358, 28.242, 9.228); (46.289, 158.634, 4.606); (23.305, 27.757, 9.348); (28.059, 182.631, 357.893); []; 18.037748
45.536327; (23.358, 28.242, 9.228); (46.289, 158.634, 4.606); (23.305, 27.757, 9.348); (28.059, 182.631, 357.893); []; 18.037748
45.588970; (23.360, 28.238, 9.226); (49.609, 157.973, 4.820); (23.303, 27.753, 9.320); (23.794, 179.996, 4.913); []; 18.057135
45.590478; (23.360, 28.238, 9.226); (49.609, 157.973, 4.820); (23.303, 27.753, 9.320); (23.794, 179.996, 4.913); []; 18.057135
45.590992; (23.360, 28.238, 9.226); (49.609, 157.973, 4.820); (23.303, 27.753, 9.320); (23.794, 179.996, 4.913); []; 18.057135
45.646023; (23.362, 28.237, 9.223); (50.020, 156.336, 4.295); (23.310, 27.736, 9.269); (16.118, 172.776, 26.403); []; 18.076241
45.647536; (23.362, 28.237, 9.223); (50.020, 156.336, 4.295); (23.310, 27.736, 9.269); (16.118, 172.776, 26.403); []; 18.076241
45.700925; (23.362, 28.241, 9.225); (49.122, 154.925, 3.554); (23.312, 27.713, 9.222); (25.003, 174.525, 13.481); []; 18.007839
45.702938; (23.362, 28.241, 9.225); (49.122, 154.925, 3.554); (23.312, 27.713, 9.222); (25.003, 174.525, 13.481); []; 18.007839
45.703948; (23.362, 28.241, 9.225); (49.122, 154.925, 3.554); (23.312, 27.713, 9.222); (25.003, 174.525, 13.481); []; 18.007839
45.758454; (23.362, 28.247, 9.227); (48.797, 154.349, 3.092); (23.332, 27.699, 9.208); (34.214, 168.008, 34.703); []; 17.996347
45.759963; (23.362, 28.247, 9.227); (48.797, 154.349, 3.092); (23.332, 27.699, 9.208); (34.214, 168.008, 34.703); []; 17.996347
45.807319; (23.364, 28.260, 9.228); (44.001, 152.316, 3.649); (23.370, 27.691, 9.205); (32.561, 157.092, 56.871); []; 17.899775
45.808826; (23.364, 28.260, 9.228); (44.001, 152.316, 3.649); (23.370, 27.691, 9.205); (32.561, 157.092, 56.871); []; 17.899775
45.809836; (23.364, 28.260, 9.228); (44.001, 152.316, 3.649); (23.370, 27.691, 9.205); (32.561, 157.092, 56.871); []; 17.899775
45.858300; (23.366, 28.266, 9.230); (43.313, 150.920, 3.464); (23.361, 27.710, 9.202); (19.335, 172.550, 54.671); []; 18.347303
45.859809; (23.366, 28.266, 9.230); (43.313, 150.920, 3.464); (23.361, 27.710, 9.202); (19.335, 172.550, 54.671); []; 18.347303
45.915311; (23.369, 28.264, 9.231); (42.690, 148.236, 2.506); (23.359, 27.755, 9.279); (342.332, 187.514, 27.017); []; 18.666922
45.916339; (23.369, 28.264, 9.231); (42.690, 148.236, 2.506); (23.359, 27.755, 9.279); (342.332, 187.514, 27.017); []; 18.666922
45.975393; (23.369, 28.259, 9.227); (44.742, 147.308, 2.090); (23.419, 27.708, 9.333); (359.109, 181.827, 34.242); []; 18.420164
45.977424; (23.369, 28.259, 9.227); (44.742, 147.308, 2.090); (23.419, 27.708, 9.333); (359.109, 181.827, 34.242); []; 18.420164
45.978437; (23.369, 28.259, 9.227); (44.742, 147.308, 2.090); (23.419, 27.708, 9.333); (359.109, 181.827, 34.242); []; 18.420164
46.034113; (23.368, 28.258, 9.223); (44.992, 147.988, 2.107); (23.462, 27.675, 9.358); (11.388, 171.767, 33.353); []; 17.963484
46.036152; (23.368, 28.258, 9.223); (44.992, 147.988, 2.107); (23.462, 27.675, 9.358); (11.388, 171.767, 33.353); []; 17.963484
46.037661; (23.368, 28.258, 9.223); (44.992, 147.988, 2.107); (23.462, 27.675, 9.358); (11.388, 171.767, 33.353); []; 17.963484
46.094794; (23.365, 28.254, 9.215); (46.777, 149.868, 3.126); (23.559, 27.640, 9.431); (25.301, 133.112, 4.828); []; 17.764183
46.095805; (23.365, 28.254, 9.215); (46.777, 149.868, 3.126); (23.559, 27.640, 9.431); (25.301, 133.112, 4.828); []; 17.764183
46.096807; (23.365, 28.254, 9.215); (46.777, 149.868, 3.126); (23.559, 27.640, 9.431); (25.301, 133.112, 4.828); []; 17.764183
46.154750; (23.359, 28.250, 9.209); (49.686, 151.711, 3.769); (23.596, 27.666, 9.471); (15.861, 105.265, 336.254); []; 17.571600
46.156260; (23.359, 28.250, 9.209); (49.686, 151.711, 3.769); (23.596, 27.666, 9.471); (15.861, 105.265, 336.254); []; 17.571600
46.213239; (23.354, 28.251, 9.203); (49.249, 152.070, 4.612); (23.581, 27.681, 9.418); (19.770, 129.761, 331.638); []; 17.378620
46.214748; (23.354, 28.251, 9.203); (49.249, 152.070, 4.612); (23.581, 27.681, 9.418); (19.770, 129.761, 331.638); []; 17.378620
46.215766; (23.354, 28.251, 9.203); (49.249, 152.070, 4.612); (23.581, 27.681, 9.418); (19.770, 129.761, 331.638); []; 17.378620
46.274845; (23.346, 28.257, 9.201); (48.822, 150.459, 3.434); (23.565, 27.700, 9.369); (16.860, 132.839, 336.513); []; 17.274817
46.276016; (23.346, 28.257, 9.201); (48.822, 150.459, 3.434); (23.565, 27.700, 9.369); (16.860, 132.839, 336.513); []; 17.274817
46.277023; (23.346, 28.257, 9.201); (48.822, 150.459, 3.434); (23.565, 27.700, 9.369); (16.860, 132.839, 336.513); []; 17.274817
46.324992; (23.341, 28.259, 9.201); (48.903, 149.938, 2.472); (23.558, 27.710, 9.346); (14.633, 130.790, 337.714); []; 17.113504
46.326006; (23.341, 28.259, 9.201); (48.903, 149.938, 2.472); (23.558, 27.710, 9.346); (14.633, 130.790, 337.714); []; 17.113504
46.384561; (23.333, 28.264, 9.199); (47.634, 150.780, 2.984); (23.542, 27.734, 9.299); (11.343, 128.107, 345.191); []; 17.599373
46.385573; (23.333, 28.264, 9.199); (47.634, 150.780, 2.984); (23.542, 27.734, 9.299); (11.343, 128.107, 345.191); []; 17.599373
46.386595; (23.333, 28.264, 9.199); (47.634, 150.780, 2.984); (23.542, 27.734, 9.299); (11.343, 128.107, 345.191); []; 17.599373
46.445532; (23.328, 28.272, 9.199); (43.395, 152.035, 2.946); (23.538, 27.781, 9.266); (3.952, 121.646, 13.748); []; 17.444468
46.446576; (23.328, 28.272, 9.199); (43.395, 152.035, 2.946); (23.538, 27.781, 9.266); (3.952, 121.646, 13.748); []; 17.444468
46.509545; (23.560, 28.275, 9.529); (41.869, 1.441, 3.345); (23.349, 27.809, 9.584); (357.568, 327.094, 13.742); []; 17.258408
46.511560; (23.560, 28.275, 9.529); (41.869, 1.441, 3.345); (23.349, 27.809, 9.584); (357.568, 327.094, 13.742); []; 17.258408
46.513068; (23.560, 28.275, 9.529); (41.869, 1.441, 3.345); (23.349, 27.809, 9.584); (357.568, 327.094, 13.742); []; 17.258408
46.566935; (23.559, 28.284, 9.525); (39.890, 2.680, 2.094); (23.353, 27.861, 9.595); (346.605, 319.817, 22.431); []; 16.765345
46.568443; (23.559, 28.284, 9.525); (39.890, 2.680, 2.094); (23.353, 27.861, 9.595); (346.605, 319.817, 22.431); []; 16.765345
46.569950; (23.559, 28.284, 9.525); (39.890, 2.680, 2.094); (23.353, 27.861, 9.595); (346.605, 319.817, 22.431); []; 16.765345
46.611368; (23.558, 28.289, 9.524); (37.627, 3.998, 2.388); (23.357, 27.879, 9.603); (343.685, 319.763, 21.342); []; 16.930861
46.613382; (23.558, 28.289, 9.524); (37.627, 3.998, 2.388); (23.357, 27.879, 9.603); (343.685, 319.763, 21.342); []; 16.930861
46.656270; (23.556, 28.302, 9.523); (31.262, 9.161, 3.531); (23.371, 27.902, 9.622); (341.861, 329.484, 22.030); []; 17.831411
46.657272; (23.556, 28.302, 9.523); (31.262, 9.161, 3.531); (23.371, 27.902, 9.622); (341.861, 329.484, 22.030); []; 17.831411
46.702680; (23.555, 28.308, 9.522); (27.655, 11.501, 4.824); (23.380, 27.908, 9.630); (339.965, 336.077, 21.710); []; 18.635040
46.704694; (23.555, 28.308, 9.522); (27.655, 11.501, 4.824); (23.380, 27.908, 9.630); (339.965, 336.077, 21.710); []; 18.635040
46.747991; (23.546, 28.318, 9.516); (22.543, 14.031, 4.624); (23.402, 27.901, 9.654); (345.705, 350.545, 6.541); []; 19.092978
46.748497; (23.546, 28.318, 9.516); (22.543, 14.031, 4.624); (23.402, 27.901, 9.654); (345.705, 350.545, 6.541); []; 19.092978
46.794306; (23.541, 28.322, 9.511); (22.512, 14.615, 4.451); (23.411, 27.892, 9.663); (350.234, 356.780, 7.217); []; 19.686852
46.795316; (23.541, 28.322, 9.511); (22.512, 14.615, 4.451); (23.411, 27.892, 9.663); (350.234, 356.780, 7.217); []; 19.686852
46.836331; (23.534, 28.324, 9.506); (22.394, 14.793, 3.881); (23.413, 27.885, 9.672); (353.418, 358.471, 13.021); []; 20.039478
46.838347; (23.534, 28.324, 9.506); (22.394, 14.793, 3.881); (23.413, 27.885, 9.672); (353.418, 358.471, 13.021); []; 20.039478
46.882216; (23.522, 28.332, 9.500); (20.093, 15.777, 2.519); (23.406, 27.878, 9.682); (354.019, 352.163, 1.226); []; 20.568251
46.883228; (23.522, 28.332, 9.500); (20.093, 15.777, 2.519); (23.406, 27.878, 9.682); (354.019, 352.163, 1.226); []; 20.568251
46.925245; (23.514, 28.337, 9.498); (19.389, 15.718, 2.964); (23.406, 27.877, 9.685); (353.960, 353.943, 1.500); []; 20.923628
46.926264; (23.514, 28.337, 9.498); (19.389, 15.718, 2.964); (23.406, 27.877, 9.685); (353.960, 353.943, 1.500); []; 20.923628
46.970547; (23.506, 28.339, 9.497); (18.642, 14.099, 3.641); (23.409, 27.880, 9.687); (354.826, 358.837, 5.300); []; 21.332083
46.971564; (23.506, 28.339, 9.497); (18.642, 14.099, 3.641); (23.409, 27.880, 9.687); (354.826, 358.837, 5.300); []; 21.332083
47.013339; (23.488, 28.338, 9.500); (16.536, 7.364, 2.176); (23.398, 27.883, 9.686); (354.417, 356.837, 4.495); []; 21.516371
47.014846; (23.488, 28.338, 9.500); (16.536, 7.364, 2.176); (23.398, 27.883, 9.686); (354.417, 356.837, 4.495); []; 21.516371
47.057667; (23.480, 28.334, 9.500); (16.586, 3.170, 0.915); (23.390, 27.879, 9.686); (354.215, 356.735, 3.010); []; 21.791302
47.059174; (23.480, 28.334, 9.500); (16.586, 3.170, 0.915); (23.390, 27.879, 9.686); (354.215, 356.735, 3.010); []; 21.791302
47.100053; (23.475, 28.332, 9.500); (16.630, 0.601, 359.535); (23.383, 27.872, 9.683); (355.184, 356.934, 357.085); []; 21.957390
47.101064; (23.475, 28.332, 9.500); (16.630, 0.601, 359.535); (23.383, 27.872, 9.683); (355.184, 356.934, 357.085); []; 21.957390
47.143177; (23.472, 28.331, 9.500); (16.322, 0.339, 358.945); (23.373, 27.865, 9.681); (355.980, 356.792, 353.786); []; 22.291523
47.144188; (23.472, 28.331, 9.500); (16.322, 0.339, 358.945); (23.373, 27.865, 9.681); (355.980, 356.792, 353.786); []; 22.291523
47.186306; (23.472, 28.328, 9.500); (18.296, 2.557, 359.005); (23.357, 27.858, 9.675); (356.573, 357.270, 352.402); []; 22.435076
47.187813; (23.472, 28.328, 9.500); (18.296, 2.557, 359.005); (23.357, 27.858, 9.675); (356.573, 357.270, 352.402); []; 22.435076
47.228382; (23.473, 28.326, 9.502); (19.184, 4.369, 358.209); (23.355, 27.859, 9.673); (355.814, 359.972, 352.472); []; 22.620060
47.229890; (23.473, 28.326, 9.502); (19.184, 4.369, 358.209); (23.355, 27.859, 9.673); (355.814, 359.972, 352.472); []; 22.620060
47.271307; (23.474, 28.325, 9.505); (20.771, 6.219, 356.842); (23.355, 27.861, 9.672); (356.109, 2.319, 355.654); []; 22.776564
47.313997; (23.480, 28.316, 9.511); (27.614, 10.684, 355.639); (23.364, 27.845, 9.673); (4.238, 7.561, 3.083); []; 22.918663
47.316011; (23.480, 28.316, 9.511); (27.614, 10.684, 355.639); (23.364, 27.845, 9.673); (4.238, 7.561, 3.083); []; 22.918663
47.356179; (23.483, 28.309, 9.514); (31.499, 13.202, 355.793); (23.370, 27.833, 9.673); (9.162, 9.667, 3.768); []; 22.928740
47.357688; (23.483, 28.309, 9.514); (31.499, 13.202, 355.793); (23.370, 27.833, 9.673); (9.162, 9.667, 3.768); []; 22.928740
47.399992; (23.486, 28.299, 9.517); (34.915, 15.511, 356.789); (23.377, 27.823, 9.673); (12.298, 10.944, 2.234); []; 23.075232
47.402005; (23.486, 28.299, 9.517); (34.915, 15.511, 356.789); (23.377, 27.823, 9.673); (12.298, 10.944, 2.234); []; 23.075232
47.443567; (23.490, 28.292, 9.518); (38.268, 17.137, 358.540); (23.391, 27.815, 9.670); (13.057, 16.622, 0.966); []; 23.019512
47.445074; (23.490, 28.292, 9.518); (38.268, 17.137, 358.540); (23.391, 27.815, 9.670); (13.057, 16.622, 0.966); []; 23.019512
47.488404; (23.496, 28.284, 9.528); (38.485, 18.279, 359.054); (23.408, 27.801, 9.669); (15.049, 19.312, 0.282); []; 23.014404
47.489405; (23.496, 28.284, 9.528); (38.485, 18.279, 359.054); (23.408, 27.801, 9.669); (15.049, 19.312, 0.282); []; 23.014404
47.532466; (23.500, 28.280, 9.531); (41.199, 18.753, 0.522); (23.415, 27.799, 9.673); (14.535, 19.104, 1.001); []; 22.830948
47.534480; (23.500, 28.280, 9.531); (41.199, 18.753, 0.522); (23.415, 27.799, 9.673); (14.535, 19.104, 1.001); []; 22.830948
47.576199; (23.504, 28.279, 9.534); (43.610, 18.919, 1.539); (23.421, 27.796, 9.679); (14.985, 18.495, 2.882); []; 22.816572
47.578213; (23.504, 28.279, 9.534); (43.610, 18.919, 1.539); (23.421, 27.796, 9.679); (14.985, 18.495, 2.882); []; 22.816572
47.621549; (23.511, 28.272, 9.542); (45.425, 18.853, 0.255); (23.438, 27.789, 9.688); (17.594, 20.139, 0.986); []; 22.822632
47.623056; (23.511, 28.272, 9.542); (45.425, 18.853, 0.255); (23.438, 27.789, 9.688); (17.594, 20.139, 0.986); []; 22.822632
47.664982; (23.515, 28.271, 9.544); (46.690, 18.933, 0.087); (23.453, 27.790, 9.691); (16.029, 24.733, 358.606); []; 22.711229
47.667168; (23.515, 28.271, 9.544); (46.690, 18.933, 0.087); (23.453, 27.790, 9.691); (16.029, 24.733, 358.606); []; 22.711229
47.709544; (23.523, 28.272, 9.552); (45.863, 18.160, 359.876); (23.476, 27.786, 9.708); (15.687, 26.705, 2.684); []; 22.688358
47.711602; (23.523, 28.272, 9.552); (45.863, 18.160, 359.876); (23.476, 27.786, 9.708); (15.687, 26.705, 2.684); []; 22.688358
47.754037; (23.525, 28.273, 9.555); (45.333, 18.070, 359.218); (23.487, 27.777, 9.715); (18.403, 27.523, 3.252); []; 22.674763
47.755039; (23.525, 28.273, 9.555); (45.333, 18.070, 359.218); (23.487, 27.777, 9.715); (18.403, 27.523, 3.252); []; 22.674763
47.797223; (23.529, 28.275, 9.559); (44.124, 18.028, 359.191); (23.499, 27.769, 9.719); (20.654, 28.800, 0.135); []; 22.672079
47.799267; (23.529, 28.275, 9.559); (44.124, 18.028, 359.191); (23.499, 27.769, 9.719); (20.654, 28.800, 0.135); []; 22.672079
47.841300; (23.533, 28.280, 9.562); (42.351, 17.960, 359.902); (23.511, 27.766, 9.723); (20.966, 30.549, 358.783); []; 22.742111
47.842807; (23.533, 28.280, 9.562); (42.351, 17.960, 359.902); (23.511, 27.766, 9.723); (20.966, 30.549, 358.783); []; 22.742111
47.886251; (23.540, 28.291, 9.571); (36.828, 17.797, 358.886); (23.529, 27.764, 9.727); (19.591, 32.349, 359.030); []; 22.767439
47.888545; (23.540, 28.291, 9.571); (36.828, 17.797, 358.886); (23.529, 27.764, 9.727); (19.591, 32.349, 359.030); []; 22.767439
47.929928; (23.544, 28.296, 9.573); (34.973, 17.572, 359.061); (23.538, 27.762, 9.722); (20.140, 32.875, 0.797); [R_Axis1,R_TriggerTouch]; 22.607258
47.931450; (23.544, 28.296, 9.573); (34.973, 17.572, 359.061); (23.538, 27.762, 9.722); (20.140, 32.875, 0.797); [R_Axis1,R_TriggerTouch]; 22.607258
47.973987; (23.547, 28.299, 9.574); (34.011, 17.512, 358.900); (23.548, 27.764, 9.722); (19.649, 34.419, 1.783); [R_Axis1,R_TriggerTouch]; 22.709702
47.975999; (23.547, 28.299, 9.574); (34.011, 17.512, 358.900); (23.548, 27.764, 9.722); (19.649, 34.419, 1.783); [R_Axis1,R_TriggerTouch]; 22.709702
48.017106; (23.552, 28.302, 9.574); (32.439, 18.498, 357.801); (23.563, 27.768, 9.721); (18.482, 35.708, 1.830); [R_Axis1,R_TriggerTouch]; 22.683794
48.018109; (23.552, 28.302, 9.574); (32.439, 18.498, 357.801); (23.563, 27.768, 9.721); (18.482, 35.708, 1.830); [R_Axis1,R_TriggerTouch]; 22.683794
48.059437; (23.555, 28.304, 9.574); (32.092, 19.057, 358.265); (23.572, 27.771, 9.718); (17.439, 37.684, 358.020); [R_Axis1,R_TriggerTouch]; 22.765896
48.061467; (23.555, 28.304, 9.574); (32.092, 19.057, 358.265); (23.572, 27.771, 9.718); (17.439, 37.684, 358.020); [R_Axis1,R_TriggerTouch]; 22.765896
48.103184; (23.557, 28.305, 9.575); (31.399, 19.509, 358.143); (23.580, 27.775, 9.716); (17.265, 40.102, 356.947); [R_Axis1,R_TriggerTouch]; 22.951012
48.104186; (23.557, 28.305, 9.575); (31.399, 19.509, 358.143); (23.580, 27.775, 9.716); (17.265, 40.102, 356.947); [R_Axis1,R_TriggerTouch]; 22.951012
48.146670; (23.559, 28.308, 9.576); (30.209, 19.881, 358.934); (23.587, 27.781, 9.723); (16.591, 39.212, 3.446); [R_TriggerTouch]; 22.975433
48.147671; (23.559, 28.308, 9.576); (30.209, 19.881, 358.934); (23.587, 27.781, 9.723); (16.591, 39.212, 3.446); [R_TriggerTouch]; 22.975433
48.188891; (23.560, 28.309, 9.577); (29.261, 19.998, 358.928); (23.587, 27.783, 9.726); (16.173, 37.575, 3.072); []; 23.006277
48.189977; (23.560, 28.309, 9.577); (29.261, 19.998, 358.928); (23.587, 27.783, 9.726); (16.173, 37.575, 3.072); []; 23.006277
48.232622; (23.562, 28.310, 9.578); (28.475, 19.953, 359.095); (23.590, 27.784, 9.730); (16.961, 37.245, 3.334); []; 23.130974
48.233816; (23.562, 28.310, 9.578); (28.475, 19.953, 359.095); (23.590, 27.784, 9.730); (16.961, 37.245, 3.334); []; 23.130974
48.274593; (23.564, 28.311, 9.577); (28.133, 20.092, 359.117); (23.593, 27.786, 9.732); (17.117, 37.287, 3.720); []; 23.115807
48.276609; (23.564, 28.311, 9.577); (28.133, 20.092, 359.117); (23.593, 27.786, 9.732); (17.117, 37.287, 3.720); []; 23.115807
48.318863; (23.566, 28.312, 9.577); (28.288, 20.458, 359.132); (23.600, 27.792, 9.738); (15.678, 37.668, 5.003); []; 23.188046
48.319865; (23.566, 28.312, 9.577); (28.288, 20.458, 359.132); (23.600, 27.792, 9.738); (15.678, 37.668, 5.003); []; 23.188046
48.359939; (23.567, 28.312, 9.576); (28.498, 20.516, 359.247); (23.603, 27.794, 9.742); (16.180, 37.488, 5.756); []; 23.144794
48.402789; (23.568, 28.311, 9.575); (29.224, 20.750, 359.054); (23.607, 27.796, 9.747); (16.715, 37.600, 5.784); []; 23.384315
48.404296; (23.568, 28.311, 9.575); (29.224, 20.750, 359.054); (23.607, 27.796, 9.747); (16.715, 37.600, 5.784); []; 23.384315
48.444278; (23.571, 28.306, 9.571); (31.937, 22.891, 358.554); (23.627, 27.796, 9.761); (16.265, 40.793, 3.504); []; 23.277205
48.446279; (23.571, 28.306, 9.571); (31.937, 22.891, 358.554); (23.627, 27.796, 9.761); (16.265, 40.793, 3.504); []; 23.277205
48.488887; (23.573, 28.302, 9.568); (33.924, 24.502, 359.038); (23.634, 27.782, 9.775); (19.068, 40.785, 13.690); []; 23.345949
48.490393; (23.573, 28.302, 9.568); (33.924, 24.502, 359.038); (23.634, 27.782, 9.775); (19.068, 40.785, 13.690); []; 23.345949
48.531120; (23.575, 28.298, 9.566); (36.003, 25.741, 0.045); (23.643, 27.756, 9.778); (21.158, 44.021, 11.170); []; 23.246449
48.532634; (23.575, 28.298, 9.566); (36.003, 25.741, 0.045); (23.643, 27.756, 9.778); (21.158, 44.021, 11.170); []; 23.246449
48.574404; (23.577, 28.292, 9.564); (37.997, 26.575, 0.702); (23.649, 27.719, 9.776); (26.395, 46.982, 1.137); []; 23.292509
48.576464; (23.577, 28.292, 9.564); (37.997, 26.575, 0.702); (23.649, 27.719, 9.776); (26.395, 46.982, 1.137); []; 23.292509
48.619477; (23.579, 28.283, 9.562); (41.973, 27.069, 1.038); (23.627, 27.641, 9.775); (41.860, 38.804, 354.318); []; 23.228767
48.620983; (23.579, 28.283, 9.562); (41.973, 27.069, 1.038); (23.627, 27.641, 9.775); (41.860, 38.804, 354.318); []; 23.228767
48.661450; (23.579, 28.280, 9.562); (43.213, 26.876, 1.187); (23.621, 27.619, 9.767); (41.844, 39.368, 347.139); []; 23.075081
48.662452; (23.579, 28.280, 9.562); (43.213, 26.876, 1.187); (23.621, 27.619, 9.767); (41.844, 39.368, 347.139); []; 23.075081
48.705810; (23.578, 28.278, 9.562); (44.289, 26.287, 1.088); (23.613, 27.602, 9.754); (45.157, 39.901, 345.540); []; 23.179594
48.707320; (23.578, 28.278, 9.562); (44.289, 26.287, 1.088); (23.613, 27.602, 9.754); (45.157, 39.901, 345.540); []; 23.179594
48.749761; (23.578, 28.276, 9.565); (45.037, 24.715, 0.222); (23.627, 27.639, 9.768); (34.731, 37.836, 353.105); []; 23.085735
48.750867; (23.578, 28.276, 9.565); (45.037, 24.715, 0.222); (23.627, 27.639, 9.768); (34.731, 37.836, 353.105); []; 23.085735
48.792273; (23.577, 28.275, 9.565); (45.454, 24.207, 359.541); (23.625, 27.639, 9.762); (38.154, 37.650, 353.146); []; 22.991987
48.794700; (23.577, 28.275, 9.565); (45.454, 24.207, 359.541); (23.625, 27.639, 9.762); (38.154, 37.650, 353.146); []; 22.991987
48.837690; (23.576, 28.276, 9.564); (45.351, 24.075, 359.296); (23.628, 27.645, 9.757); (37.992, 41.182, 359.983); []; 22.998165
48.838727; (23.576, 28.276, 9.564); (45.351, 24.075, 359.296); (23.628, 27.645, 9.757); (37.992, 41.182, 359.983); []; 22.998165
48.879943; (23.575, 28.279, 9.563); (44.056, 24.120, 359.734); (23.628, 27.669, 9.752); (30.473, 39.888, 353.922); [R_Axis1,R_TriggerTouch]; 22.921530
48.881466; (23.575, 28.279, 9.563); (44.056, 24.120, 359.734); (23.628, 27.669, 9.752); (30.473, 39.888, 353.922); [R_Axis1,R_TriggerTouch]; 22.921530
48.925563; (23.575, 28.280, 9.562); (43.364, 23.952, 359.504); (23.629, 27.676, 9.745); (29.345, 41.414, 351.488); [R_Axis1,R_TriggerTouch]; 23.068750
48.926589; (23.575, 28.280, 9.562); (43.364, 23.952, 359.504); (23.629, 27.676, 9.745); (29.345, 41.414, 351.488); [R_Axis1,R_TriggerTouch]; 23.068750
48.969071; (23.574, 28.281, 9.561); (42.568, 24.250, 359.423); (23.629, 27.675, 9.736); (33.388, 45.468, 359.639); [R_Axis1,R_TriggerTouch]; 22.903038
48.970081; (23.574, 28.281, 9.561); (42.568, 24.250, 359.423); (23.629, 27.675, 9.736); (33.388, 45.468, 359.639); [R_Axis1,R_TriggerTouch]; 22.903038
49.012528; (23.574, 28.283, 9.555); (42.420, 25.061, 359.828); (23.630, 27.681, 9.732); (30.566, 43.453, 354.791); [R_Axis1,R_TriggerTouch]; 22.950033
49.013542; (23.574, 28.283, 9.555); (42.420, 25.061, 359.828); (23.630, 27.681, 9.732); (30.566, 43.453, 354.791); [R_Axis1,R_TriggerTouch]; 22.950033
49.055188; (23.573, 28.283, 9.553); (42.293, 25.677, 359.711); (23.628, 27.685, 9.732); (30.837, 41.780, 353.573); [R_Axis1,R_TriggerTouch]; 22.933256
49.056190; (23.573, 28.283, 9.553); (42.293, 25.677, 359.711); (23.628, 27.685, 9.732); (30.837, 41.780, 353.573); [R_Axis1,R_TriggerTouch]; 22.933256
49.099451; (23.572, 28.283, 9.551); (42.235, 26.133, 359.706); (23.628, 27.690, 9.732); (30.264, 41.681, 355.007); [R_Axis1,R_TriggerTouch]; 23.018160
49.100526; (23.572, 28.283, 9.551); (42.235, 26.133, 359.706); (23.628, 27.690, 9.732); (30.264, 41.681, 355.007); [R_Axis1,R_TriggerTouch]; 23.018160
49.144184; (23.570, 28.283, 9.546); (41.697, 26.570, 359.924); (23.628, 27.703, 9.732); (28.349, 41.627, 357.533); [R_Axis1,R_TriggerTouch]; 22.938005
49.145187; (23.570, 28.283, 9.546); (41.697, 26.570, 359.924); (23.628, 27.703, 9.732); (28.349, 41.627, 357.533); [R_Axis1,R_TriggerTouch]; 22.938005
49.188400; (23.568, 28.284, 9.543); (41.314, 26.857, 359.761); (23.630, 27.710, 9.731); (27.353, 41.691, 356.937); [R_Axis1,R_TriggerTouch]; 22.844238
49.189402; (23.568, 28.284, 9.543); (41.314, 26.857, 359.761); (23.630, 27.710, 9.731); (27.353, 41.691, 356.937); [R_Axis1,R_TriggerTouch]; 22.844238
49.232367; (23.566, 28.286, 9.541); (40.770, 27.400, 359.819); (23.635, 27.722, 9.729); (24.903, 43.073, 356.558); []; 22.778282
49.233410; (23.566, 28.286, 9.541); (40.770, 27.400, 359.819); (23.635, 27.722, 9.729); (24.903, 43.073, 356.558); []; 22.778282
49.275391; (23.564, 28.288, 9.538); (40.096, 27.885, 359.968); (23.637, 27.730, 9.728); (24.632, 42.716, 359.851); []; 22.773052
49.276411; (23.564, 28.288, 9.538); (40.096, 27.885, 359.968); (23.637, 27.730, 9.728); (24.632, 42.716, 359.851); []; 22.773052
49.321159; (23.559, 28.291, 9.533); (38.963, 29.169, 359.370); (23.642, 27.751, 9.728); (18.647, 40.635, 357.161); []; 22.862967
49.321668; (23.559, 28.291, 9.533); (38.963, 29.169, 359.370); (23.642, 27.751, 9.728); (18.647, 40.635, 357.161); []; 22.862967
49.367368; (23.557, 28.292, 9.531); (38.442, 29.944, 359.253); (23.640, 27.755, 9.729); (19.368, 38.228, 0.705); []; 22.677691
49.368370; (23.557, 28.292, 9.531); (38.442, 29.944, 359.253); (23.640, 27.755, 9.729); (19.368, 38.228, 0.705); []; 22.677691
49.411466; (23.551, 28.293, 9.528); (38.117, 31.685, 359.597); (23.642, 27.755, 9.722); (19.814, 39.744, 5.127); [R_PadTouch]; 22.408571
49.412469; (23.551, 28.293, 9.528); (38.117, 31.685, 359.597); (23.642, 27.755, 9.722); (19.814, 39.744, 5.127); [R_PadTouch]; 22.408571
49.457050; (23.548, 28.292, 9.527); (37.954, 32.200, 359.416); (23.643, 27.751, 9.717); (21.949, 39.423, 3.634); [R_Axis0,R_PadTouch]; 22.434479
